run,time,dayofyr,crpval,agcacc,bgcjacc,bgcmacc,cgrain,egrain(N),egrain(P),egrain(S),crmvst,ermvst(N),ermvst(P),ermvst(S),cstraw,estraw(N),estraw(P),estraw(S),stdstraw,estdstraw(N),estdstraw(P),estdstraw(S),addsdc,addsde(N),addsde(P),addsde(S),resid,reside(N),reside(P),reside(S),irrapp,fertapp(N),fertapp(P),fertapp(S),omadapp,omaeapp(N),omaeapp(P),omaeapp(S),strmac(1),strmac(2),strmac(3),strmac(4),strmac(5),strmac(6),strmac(7),strmac(8),cgracc,egracc(N),egracc(P),egracc(S),accrst,accrste(N),accrste(P),accrste(S),ctubesj,etubesj(N),etubesj(P),etubesj(S),ctubesm,etubesm(N),etubesm(P),etubesm(S),srfclittrj,etubesm(N),esrfclittrj(P),esrfclittrj(S),soillittrj,esoillittrj(N),esoillittrj(P),esoillittrj(S),srfclittrm,esrfclittrm(N),esrfclittrm(P),esrfclittrm(S),soillittrm,esoillittrm(N),esoillittrm(P),esoillittrm(S)
co2,2003.75,291,60.0000,615.7040,171.2140,9.0113,307.8520,32.8948,0.0000,0.0000,9.2356,0.4271,0.0000,0.0000,9.2356,0.4271,0.0000,0.0000,0.0000,0.0000,0.0000,935523254272.0000,59.7233,2.7622,0.0000,935522992128.0000,238.8931,11.0487,0.0000,0.0000,0.0000,0.0000,0.1352,0.0000,0.0000,0.0000,0.8403,0.0000,14.6629,0.1605,0.0000,0.0000,0.6688,0.0272,0.0000,0.0000,307.8520,32.8948,0.0000,0.0000,9.2356,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2890,0.2672,0.0000,0.0000,119.4908,5.0776,-0.0087,-0.0026,1.4079,0.0621,0.0000,0.0000,26.7492,1.1791,0.7902,5.9715
co2,2004.67,254,3.1000,814.8186,389.8895,20.5205,489.7323,13.1327,0.0000,0.0000,9.7526,0.1099,0.0000,0.0000,9.7526,0.1099,0.0000,0.0000,0.0000,0.0000,0.0000,935523254272.0000,63.0667,0.7106,0.0000,935522992128.0000,252.2670,2.8423,0.0000,0.0000,0.0000,15.7000,0.0000,0.0000,0.0000,0.0000,0.8403,0.0000,28.5509,0.3546,0.0000,0.0000,1.0014,0.0437,0.0000,0.0000,489.7323,13.1327,0.0000,0.0000,9.7526,0.0000,0.0000,0.0000,0.0000,0.0000,0.2665,0.0000,0.0000,0.0000,0.0000,0.0000,14.4234,0.3326,0.0000,0.0000,274.0437,6.3186,0.0002,0.0088,3.1728,0.0695,0.0000,0.0000,60.2830,1.3213,8.6434,20.2753
co2,2005.75,299,60.0000,404.2112,94.3140,4.9639,202.1056,23.8824,0.0000,0.0000,6.0632,0.3101,0.0000,0.0000,6.0632,0.3101,0.0000,0.0000,0.0000,0.0000,0.0000,935523254272.0000,39.2085,2.0054,0.0000,935522992128.0000,156.8340,8.0216,0.0000,0.0000,0.0000,0.0000,0.0589,0.0000,0.0000,0.0000,0.8403,0.0000,20.3555,0.1175,0.0000,0.0000,1.9438,0.0762,0.0000,0.0000,202.1056,23.8824,0.0000,0.0000,6.0632,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.5096,0.1864,0.0000,0.0000,66.6825,3.5421,0.0330,0.0121,0.7663,0.0441,0.0000,0.0000,14.5602,0.8376,0.3660,2.5806
co2,2006.67,251,3.1000,767.5784,295.3416,15.5443,461.2639,13.3202,0.0000,0.0000,9.1894,0.1115,0.0000,0.0000,9.1894,0.1115,0.0000,0.0000,0.0000,0.0000,0.0000,935523254272.0000,59.4250,0.7210,0.0000,935522992128.0000,237.7000,2.8839,0.0000,0.0000,0.0000,15.7000,0.0000,0.0000,0.0000,0.0000,0.8403,0.0000,15.2522,0.2073,0.0000,0.0000,0.7759,0.0338,0.0000,0.0000,461.2639,13.3202,0.0000,0.0000,9.1894,0.0000,0.0000,0.0000,0.0000,0.0000,0.1953,0.0000,0.0000,0.0000,0.0000,0.0000,10.8504,0.2465,0.0000,0.0000,206.1575,4.6839,-0.0135,-0.0093,2.4984,0.0571,0.0000,0.0000,47.4689,1.0854,2.4617,7.5062
co2,2007.75,276,60.0000,484.7299,136.3490,7.1763,242.3650,26.4852,0.0000,0.0000,7.2709,0.3439,0.0000,0.0000,7.2709,0.3439,0.0000,0.0000,0.0000,0.0000,0.0000,935523254272.0000,47.0188,2.2240,0.0000,935522992128.0000,188.0752,8.8959,0.0000,0.0000,0.0000,0.0000,0.2866,0.0000,0.0000,0.0000,0.8403,0.0000,16.8623,0.2639,0.0000,0.0000,1.9837,0.0795,0.0000,0.0000,242.3650,26.4852,0.0000,0.0000,7.2709,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.9456,0.2185,0.0000,0.0000,93.9656,4.1508,-0.0254,-0.0158,1.1997,0.0564,0.0000,0.0000,22.7937,1.0711,1.8166,12.5143
co2,2008.75,275,3.1000,727.6540,362.5165,19.0798,436.5924,11.8164,0.0000,0.0000,8.7318,0.0993,0.0000,0.0000,8.7318,0.0993,0.0000,0.0000,0.0000,0.0000,0.0000,935523254272.0000,56.4660,0.6419,0.0000,935522992128.0000,225.8638,2.5675,0.0000,0.0000,0.0000,15.7000,0.0000,0.0000,0.0000,0.0000,0.8403,0.0000,56.7152,0.5305,0.0000,0.0000,1.4404,0.0628,0.0000,0.0000,436.5924,11.8164,0.0000,0.0000,8.7318,0.0000,0.0000,0.0000,0.0000,0.0000,0.2432,0.0000,0.0000,0.0000,0.0000,0.0000,13.5686,0.2895,0.0000,0.0000,257.8035,5.5007,-0.0053,0.0002,2.8951,0.0621,0.0000,0.0000,55.0061,1.1797,4.4995,16.5505
co2,2009.75,293,60.0000,624.6370,218.9541,11.5239,312.3185,33.6009,0.0000,0.0000,9.3696,0.4363,0.0000,0.0000,9.3696,0.4363,0.0000,0.0000,0.0000,0.0000,0.0000,935523254272.0000,60.5898,2.8215,0.0000,935522992128.0000,242.3591,11.2859,0.0000,0.0000,0.0000,0.0000,0.2093,0.0000,0.0000,0.0000,0.8403,0.0000,40.5391,0.4310,0.0000,0.0000,1.4441,0.0575,0.0000,0.0000,312.3185,33.6009,0.0000,0.0000,9.3696,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2887,0.3417,0.0000,0.0000,157.4844,6.4919,0.0010,0.0010,1.6415,0.0686,0.0000,0.0000,31.1878,1.3034,1.3660,9.1003
co2,2010.67,250,3.1000,770.4747,377.1216,19.8485,462.2848,12.7873,0.0000,0.0000,9.2457,0.1074,0.0000,0.0000,9.2457,0.1074,0.0000,0.0000,0.0000,0.0000,0.0000,935523254272.0000,59.7888,0.6946,0.0000,935522992128.0000,239.1553,2.7784,0.0000,0.0000,0.0000,15.7000,0.0000,0.0000,0.0000,0.0000,0.8403,0.0000,25.0106,0.3330,0.0000,0.0000,0.9653,0.0414,0.0000,0.0000,462.2848,12.7873,0.0000,0.0000,9.2457,0.0000,0.0000,0.0000,0.0000,0.0000,0.3225,0.0000,0.0000,0.0000,0.0000,0.0000,13.0491,0.2971,0.0000,0.0000,247.9336,5.6446,0.0474,-0.0138,3.5754,0.0778,0.0000,0.0000,67.9323,1.4781,6.2228,16.5869
co2,2011.75,293,60.0000,271.8008,136.3259,7.1750,136.2746,17.6704,0.0000,0.0000,4.0658,0.2284,0.0000,0.0000,4.0658,0.2284,0.0000,0.0000,0.0000,0.0000,0.0000,935523254272.0000,26.2921,1.4770,0.0000,935522992128.0000,105.1683,5.9081,0.0000,0.0000,0.0000,0.0000,0.0194,0.0000,0.0000,0.0000,0.8403,0.0000,34.5682,0.2244,0.0000,0.0000,0.6745,0.0271,0.0000,0.0000,136.2746,17.6704,0.0000,0.0000,4.0658,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6813,0.2283,0.0000,0.0000,88.9456,4.3383,0.0248,-0.0043,1.2713,0.0623,0.0000,0.0000,24.1538,1.1837,0.0975,0.8704
co2,2012.67,250,3.1000,706.8868,254.8766,13.4146,425.8749,12.7032,0.0000,0.0000,8.4304,0.1057,0.0000,0.0000,8.4304,0.1057,0.0000,0.0000,0.0000,0.0000,0.0000,935523254272.0000,54.5163,0.6836,0.0000,935522992128.0000,218.0653,2.7343,0.0000,0.0000,0.0000,15.7000,0.0000,0.0000,0.0000,0.0000,0.8403,0.0000,9.6052,0.0763,0.0000,0.0000,0.7183,0.0319,0.0000,0.0000,425.8749,12.7032,0.0000,0.0000,8.4304,0.0000,0.0000,0.0000,0.0000,0.0000,0.3326,0.2187,0.0000,0.0000,0.0000,0.0000,9.3996,0.2145,0.0000,0.0000,178.5916,4.0752,-0.0432,-0.0244,2.1588,0.0488,0.0000,0.0000,41.0172,0.9276,6.9677,23.6393
co2,2013.75,293,60.0000,488.6247,142.6971,7.5104,244.3124,27.0339,0.0000,0.0000,7.3294,0.3510,0.0000,0.0000,7.3294,0.3510,0.0000,0.0000,0.0000,0.0000,0.0000,935523254272.0000,47.3966,2.2700,0.0000,935522992128.0000,189.5864,9.0802,0.0000,0.0000,0.0000,0.0000,0.0566,0.0000,0.0000,0.0000,0.8403,0.0000,34.7045,0.4929,0.0000,0.0000,1.6482,0.0683,0.0000,0.0000,244.3124,27.0339,0.0000,0.0000,7.3294,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1580,0.2191,0.0000,0.0000,98.0015,4.1633,-0.0038,-0.0019,1.2283,0.0539,0.0000,0.0000,23.3380,1.0233,0.2895,2.5392
co2,2014.67,250,3.1000,764.5607,303.4118,15.9690,458.7365,12.6250,0.0000,0.0000,9.1747,0.1061,0.0000,0.0000,9.1747,0.1061,0.0000,0.0000,0.0000,0.0000,0.0000,935523254272.0000,59.3299,0.6858,0.0000,935522992128.0000,237.3196,2.7432,0.0000,0.0000,0.0000,15.7000,0.0000,0.0000,0.0000,0.0000,0.8403,0.0000,5.2815,0.1176,0.0000,0.0000,0.6262,0.0277,0.0000,0.0000,458.7365,12.6250,0.0000,0.0000,9.1747,0.0000,0.0000,0.0000,0.0000,0.0000,0.3123,0.2055,0.0000,0.0000,0.0000,0.0000,11.3325,0.2512,0.0000,0.0000,215.3174,4.7731,0.0004,0.0009,2.4473,0.0539,0.0000,0.0000,46.4984,1.0235,9.3794,27.1308
co2,2015.75,293,60.0000,643.6174,216.8492,11.4131,321.8087,34.9615,0.0000,0.0000,9.6543,0.4540,0.0000,0.0000,9.6543,0.4540,0.0000,0.0000,0.0000,0.0000,0.0000,935523254272.0000,62.4309,2.9357,0.0000,935522992128.0000,249.7235,11.7429,0.0000,0.0000,0.0000,0.0000,0.0839,0.0000,0.0000,0.0000,0.8403,0.0000,28.9460,0.4288,0.0000,0.0000,1.4053,0.0580,0.0000,0.0000,321.8087,34.9615,0.0000,0.0000,9.6543,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.1774,0.3461,0.0000,0.0000,155.3713,6.5765,-0.0143,-0.0129,1.6615,0.0719,0.0000,0.0000,31.5687,1.3670,0.4754,3.7216
co2,2016.67,250,3.1000,392.0204,148.2616,7.8032,235.2770,8.8823,0.0000,0.0000,4.7023,0.0746,0.0000,0.0000,4.7023,0.0746,0.0000,0.0000,0.0000,0.0000,0.0000,935523254272.0000,30.4082,0.4822,0.0000,935522992128.0000,121.6328,1.9287,0.0000,0.0000,0.0000,15.7000,0.0000,0.0000,0.0000,0.0000,0.8403,0.0000,23.8301,0.2199,0.0000,0.0000,0.6212,0.0279,0.0000,0.0000,235.2770,8.8823,0.0000,0.0000,4.7023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0276,0.0182,0.0000,0.0000,0.0000,0.0000,5.1634,0.1153,0.0000,0.0000,98.1054,2.1903,-0.0566,-0.0575,1.3425,0.0300,0.0000,0.0000,25.5076,0.5708,0.0851,0.2000
co2,2017.75,293,60.0000,518.4138,137.7096,7.2479,259.2069,29.4571,0.0000,0.0000,7.7762,0.3825,0.0000,0.0000,7.7762,0.3825,0.0000,0.0000,0.0000,0.0000,0.0000,935523254272.0000,50.2861,2.4735,0.0000,935522992128.0000,201.1446,9.8941,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0000,0.0000,0.8403,0.0000,19.6222,0.2812,0.0000,0.0000,1.0225,0.0491,0.0000,0.0000,259.2069,29.4571,0.0000,0.0000,7.7762,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2719,0.2152,0.0000,0.0000,100.1653,4.0897,0.0317,0.0147,1.0360,0.0426,0.0000,0.0000,19.6842,0.8101,0.1447,1.2874
co2,2018.67,250,3.1000,594.7979,193.0481,10.1604,357.1250,11.3405,0.0000,0.0000,7.1302,0.0951,0.0000,0.0000,7.1302,0.0951,0.0000,0.0000,0.0000,0.0000,0.0000,935523254272.0000,46.1085,0.6150,0.0000,935522992128.0000,184.4341,2.4602,0.0000,0.0000,0.0000,15.7000,0.0000,0.0000,0.0000,0.0000,0.8403,0.0000,18.0239,0.2841,0.0000,0.0000,1.0666,0.0519,0.0000,0.0000,357.1250,11.3405,0.0000,0.0000,7.1302,0.0000,0.0000,0.0000,0.0000,0.0000,0.0514,0.0338,0.0000,0.0000,0.0000,0.0000,6.9071,0.1544,0.0000,0.0000,131.2345,2.9337,-0.0496,-0.0530,1.7293,0.0385,0.0000,0.0000,32.8561,0.7314,0.1965,0.4662
co2,2019.75,293,60.0000,621.4167,187.1517,9.8501,310.7083,34.1432,0.0000,0.0000,9.3212,0.4434,0.0000,0.0000,9.3212,0.4434,0.0000,0.0000,0.0000,0.0000,0.0000,935523254272.0000,60.2774,2.8670,0.0000,935522992128.0000,241.1097,11.4680,0.0000,0.0000,0.0000,0.0000,0.1079,0.0000,0.0000,0.0000,0.8403,0.0000,61.5138,0.5942,0.0000,0.0000,1.6509,0.0773,0.0000,0.0000,310.7083,34.1432,0.0000,0.0000,9.3212,0.0000,0.0000,0.0000,0.0000,0.0000,0.1962,0.0000,0.0000,0.0000,0.0000,0.0000,7.0060,0.2846,0.0000,0.0000,133.1141,5.4072,-0.0086,-0.0014,1.4863,0.0608,0.0000,0.0000,28.2389,1.1548,0.5496,4.8466
co2,2020.67,250,3.1000,838.8044,385.3335,20.2807,503.3425,13.8559,0.0000,0.0000,10.0639,0.1164,0.0000,0.0000,10.0639,0.1164,0.0000,0.0000,0.0000,0.0000,0.0000,935523254272.0000,65.0796,0.7524,0.0000,935522992128.0000,260.3185,3.0098,0.0000,0.0000,0.0000,15.7000,0.0000,0.0000,0.0000,0.0000,0.8403,0.0000,40.0780,0.5496,0.0000,0.0000,0.8781,0.0407,0.0000,0.0000,503.3425,13.8559,0.0000,0.0000,10.0639,0.0000,0.0000,0.0000,0.0000,0.0000,0.2972,0.1955,0.0000,0.0000,0.0000,0.0000,14.4137,0.3482,0.0000,0.0000,273.8598,6.6149,-0.0004,0.0101,3.0627,0.0689,0.0000,0.0000,58.1904,1.3098,9.8105,23.6688
co2,2021.75,293,60.0000,504.7874,186.9142,9.8376,252.3937,30.1293,0.0000,0.0000,7.5718,0.3912,0.0000,0.0000,7.5718,0.3912,0.0000,0.0000,0.0000,0.0000,0.0000,935523254272.0000,48.9644,2.5300,0.0000,935522992128.0000,195.8575,10.1199,0.0000,0.0000,0.0000,0.0000,0.1109,0.0000,0.0000,0.0000,0.8403,0.0000,25.4908,0.3322,0.0000,0.0000,1.7139,0.0707,0.0000,0.0000,252.3937,30.1293,0.0000,0.0000,7.5718,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6567,0.3382,0.0000,0.0000,126.4780,6.4255,-0.0374,-0.0202,1.6464,0.0862,0.0000,0.0000,31.2817,1.6381,1.0244,4.5205
co2,2022.67,250,3.1000,636.5962,300.4714,15.8143,376.0348,12.2629,0.0000,0.0000,7.8168,0.1067,0.0000,0.0000,7.8168,0.1067,0.0000,0.0000,0.0000,0.0000,0.0000,935523254272.0000,50.5489,0.6900,0.0000,935522992128.0000,202.1956,2.7600,0.0000,0.0000,0.0000,15.7000,0.0000,0.0000,0.0000,0.0000,0.8403,0.0000,25.3786,0.2617,0.0000,0.0000,0.4195,0.0181,0.0000,0.0000,376.0348,12.2629,0.0000,0.0000,7.8168,0.0000,0.0000,0.0000,0.0000,0.0000,0.0304,0.0200,0.0000,0.0000,0.0000,0.0000,10.2655,0.2434,0.0000,0.0000,195.0439,4.6240,-0.0432,-0.0523,2.9038,0.0674,0.0000,0.0000,55.1713,1.2798,0.0534,0.1254
co2,2023.75,293,60.0000,519.5773,148.9608,7.8400,259.7886,29.4743,0.0000,0.0000,7.7937,0.3827,0.0000,0.0000,7.7937,0.3827,0.0000,0.0000,0.0000,0.0000,0.0000,935523254272.0000,50.3990,2.4750,0.0000,935522992128.0000,201.5960,9.8999,0.0000,0.0000,0.0000,0.0000,0.1913,0.0000,0.0000,0.0000,0.8403,0.0000,13.8593,0.1349,0.0000,0.0000,0.7240,0.0309,0.0000,0.0000,259.7886,29.4743,0.0000,0.0000,7.7937,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5945,0.2381,0.0000,0.0000,106.2951,4.5239,0.0010,0.0010,1.1704,0.0517,0.0000,0.0000,22.2378,0.9828,1.1846,8.3779
co2,2024.67,250,3.1000,763.2974,329.8983,17.3631,459.4391,12.5141,0.0000,0.0000,9.1157,0.1044,0.0000,0.0000,9.1157,0.1044,0.0000,0.0000,0.0000,0.0000,0.0000,935523254272.0000,58.9485,0.6748,0.0000,935522992128.0000,235.7940,2.6993,0.0000,0.0000,0.0000,15.7000,0.0000,0.0000,0.0000,0.0000,0.8403,0.0000,33.0802,0.5109,0.0000,0.0000,1.7937,0.0805,0.0000,0.0000,459.4391,12.5141,0.0000,0.0000,9.1157,0.0000,0.0000,0.0000,0.0000,0.0000,0.2499,0.1644,0.0000,0.0000,0.0000,0.0000,11.8530,0.2595,0.0000,0.0000,225.2062,4.9310,-0.0058,0.0160,2.9207,0.0634,0.0000,0.0000,55.4926,1.2053,5.1302,17.3106
co2,2025.75,293,60.0000,547.9003,162.9194,8.5747,273.9501,30.1473,0.0000,0.0000,8.2185,0.3915,0.0000,0.0000,8.2185,0.3915,0.0000,0.0000,0.0000,0.0000,0.0000,935523254272.0000,53.1463,2.5315,0.0000,935522992128.0000,212.5853,10.1259,0.0000,0.0000,0.0000,0.0000,0.2628,0.0000,0.0000,0.0000,0.8403,0.0000,17.7478,0.2099,0.0000,0.0000,0.7053,0.0290,0.0000,0.0000,273.9501,30.1473,0.0000,0.0000,8.2185,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.1496,0.2683,0.0000,0.0000,116.8429,5.0973,-0.0084,-0.0028,1.2629,0.0576,0.0000,0.0000,23.9943,1.0940,1.6585,11.4838
co2,2026.67,250,3.1000,820.2552,386.1684,20.3247,492.9999,13.2071,0.0000,0.0000,9.8177,0.1105,0.0000,0.0000,9.8177,0.1105,0.0000,0.0000,0.0000,0.0000,0.0000,935523254272.0000,63.4875,0.7146,0.0000,935522992128.0000,253.9502,2.8584,0.0000,0.0000,0.0000,15.7000,0.0000,0.0000,0.0000,0.0000,0.8403,0.0000,27.6495,0.3538,0.0000,0.0000,1.0502,0.0463,0.0000,0.0000,492.9999,13.2071,0.0000,0.0000,9.8177,0.0000,0.0000,0.0000,0.0000,0.0000,0.3419,0.2249,0.0000,0.0000,0.0000,0.0000,14.4697,0.3331,0.0000,0.0000,274.9249,6.3296,0.0042,0.0116,3.0662,0.0672,0.0000,0.0000,58.2573,1.2775,10.4548,25.4123
co2,2027.75,293,60.0000,343.4556,96.0685,5.0562,171.7278,21.4670,0.0000,0.0000,5.1518,0.2788,0.0000,0.0000,5.1518,0.2788,0.0000,0.0000,0.0000,0.0000,0.0000,935523254272.0000,33.3152,1.8026,0.0000,935522992128.0000,133.2608,7.2104,0.0000,0.0000,0.0000,0.0000,0.1288,0.0000,0.0000,0.0000,0.8403,0.0000,20.3597,0.1231,0.0000,0.0000,1.8295,0.0727,0.0000,0.0000,171.7278,21.4670,0.0000,0.0000,5.1518,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.5971,0.2064,0.0000,0.0000,68.3442,3.9211,-0.0002,0.0097,0.7798,0.0507,0.0000,0.0000,14.8170,0.9627,1.1093,5.3296
co2,2028.67,250,3.1000,774.9485,288.3097,15.1742,465.6834,13.6102,0.0000,0.0000,9.2780,0.1139,0.0000,0.0000,9.2780,0.1139,0.0000,0.0000,0.0000,0.0000,0.0000,935523254272.0000,59.9974,0.7367,0.0000,935522992128.0000,239.9898,2.9469,0.0000,0.0000,0.0000,15.7000,0.0000,0.0000,0.0000,0.0000,0.8403,0.0000,15.1379,0.2083,0.0000,0.0000,0.8118,0.0361,0.0000,0.0000,465.6834,13.6102,0.0000,0.0000,9.2780,0.0000,0.0000,0.0000,0.0000,0.0000,0.2277,0.0000,0.0000,0.0000,0.0000,0.0000,10.6609,0.2447,0.0000,0.0000,202.5562,4.6494,-0.0105,-0.0087,2.4125,0.0558,0.0000,0.0000,45.8379,1.0595,3.1019,10.5895
co2,2029.75,293,60.0000,478.5670,160.0286,8.4226,239.7213,27.4419,0.0000,0.0000,7.1654,0.3553,0.0000,0.0000,7.1654,0.3553,0.0000,0.0000,0.0000,0.0000,0.0000,935523254272.0000,46.3361,2.2973,0.0000,935522992128.0000,185.3442,9.1893,0.0000,0.0000,0.0000,0.0000,0.1723,0.0000,0.0000,0.0000,0.8403,0.0000,16.8670,0.2803,0.0000,0.0000,1.8430,0.0761,0.0000,0.0000,239.7213,27.4419,0.0000,0.0000,7.1654,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7504,0.2503,0.0000,0.0000,109.2571,4.7553,0.0436,-0.0053,1.4113,0.0639,0.0000,0.0000,26.8152,1.2142,1.0287,7.5874
co2,2030.67,250,3.1000,794.5492,343.4750,18.0776,477.1858,13.0368,0.0000,0.0000,9.5209,0.1093,0.0000,0.0000,9.5209,0.1093,0.0000,0.0000,0.0000,0.0000,0.0000,935523254272.0000,61.5685,0.7066,0.0000,935522992128.0000,246.2740,2.8264,0.0000,0.0000,0.0000,15.7000,0.0000,0.0000,0.0000,0.0000,0.8403,0.0000,48.2021,0.4763,0.0000,0.0000,1.1152,0.0493,0.0000,0.0000,477.1858,13.0368,0.0000,0.0000,9.5209,0.0000,0.0000,0.0000,0.0000,0.0000,0.3968,0.0000,0.0000,0.0000,0.0000,0.0000,12.7585,0.2960,0.0000,0.0000,242.4122,5.6235,-0.0109,-0.0326,2.8091,0.0621,0.0000,0.0000,53.3724,1.1796,6.8607,16.7935
co2,2031.75,293,60.0000,600.2690,213.6191,11.2431,300.1345,33.8498,0.0000,0.0000,9.0040,0.4395,0.0000,0.0000,9.0040,0.4395,0.0000,0.0000,0.0000,0.0000,0.0000,935523254272.0000,58.2261,2.8424,0.0000,935522992128.0000,232.9044,11.3695,0.0000,0.0000,0.0000,0.0000,0.2093,0.0000,0.0000,0.0000,0.8403,0.0000,40.6157,0.4670,0.0000,0.0000,1.4704,0.0598,0.0000,0.0000,300.1345,33.8498,0.0000,0.0000,9.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.1017,0.3696,0.0000,0.0000,153.9320,7.0224,0.0010,0.0010,1.5965,0.0746,0.0000,0.0000,30.3343,1.4181,1.4398,9.0265
co2,2032.67,250,3.1000,782.1003,378.1134,19.9007,469.2602,13.4060,0.0000,0.0000,9.3852,0.1126,0.0000,0.0000,9.3852,0.1126,0.0000,0.0000,0.0000,0.0000,0.0000,935523254272.0000,60.6910,0.7282,0.0000,935522992128.0000,242.7639,2.9129,0.0000,0.0000,0.0000,15.7000,0.0000,0.0000,0.0000,0.0000,0.8403,0.0000,24.7383,0.3539,0.0000,0.0000,0.9378,0.0413,0.0000,0.0000,469.2602,13.4060,0.0000,0.0000,9.3852,0.0000,0.0000,0.0000,0.0000,0.0000,0.3321,0.2184,0.0000,0.0000,0.0000,0.0000,13.0560,0.3092,0.0000,0.0000,248.0637,5.8742,0.0474,-0.0138,3.5971,0.0804,0.0000,0.0000,68.3448,1.5277,6.4947,16.3150
co2,2033.75,293,60.0000,267.1362,133.9655,7.0508,133.9349,18.0434,0.0000,0.0000,3.9960,0.2332,0.0000,0.0000,3.9960,0.2332,0.0000,0.0000,0.0000,0.0000,0.0000,935523254272.0000,25.8411,1.5082,0.0000,935522992128.0000,103.3642,6.0329,0.0000,0.0000,0.0000,0.0000,0.0194,0.0000,0.0000,0.0000,0.8403,0.0000,34.5889,0.2437,0.0000,0.0000,0.6806,0.0279,0.0000,0.0000,133.9349,18.0434,0.0000,0.0000,3.9960,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.5948,0.2385,0.0000,0.0000,87.3009,4.5322,0.0248,-0.0043,1.2520,0.0648,0.0000,0.0000,23.7873,1.2308,0.0975,0.8704
co2,2034.67,250,3.1000,717.1349,254.3825,13.3886,432.0250,13.1879,0.0000,0.0000,8.5533,0.1098,0.0000,0.0000,8.5533,0.1098,0.0000,0.0000,0.0000,0.0000,0.0000,935523254272.0000,55.3113,0.7097,0.0000,935522992128.0000,221.2454,2.8390,0.0000,0.0000,0.0000,15.7000,0.0000,0.0000,0.0000,0.0000,0.8403,0.0000,9.5763,0.0823,0.0000,0.0000,0.7261,0.0328,0.0000,0.0000,432.0250,13.1879,0.0000,0.0000,8.5533,0.0000,0.0000,0.0000,0.0000,0.0000,0.3417,0.2248,0.0000,0.0000,0.0000,0.0000,9.3846,0.2193,0.0000,0.0000,178.3065,4.1658,-0.0434,-0.0246,2.1532,0.0501,0.0000,0.0000,40.9104,0.9518,6.7791,23.7267
co2,2035.75,293,60.0000,491.2069,142.6259,7.5066,245.6035,27.5201,0.0000,0.0000,7.3681,0.3574,0.0000,0.0000,7.3681,0.3574,0.0000,0.0000,0.0000,0.0000,0.0000,935523254272.0000,47.6471,2.3109,0.0000,935522992128.0000,190.5883,9.2435,0.0000,0.0000,0.0000,0.0000,0.0566,0.0000,0.0000,0.0000,0.8403,0.0000,34.7023,0.5269,0.0000,0.0000,1.6899,0.0713,0.0000,0.0000,245.6035,27.5201,0.0000,0.0000,7.3681,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1546,0.2210,0.0000,0.0000,97.9367,4.1994,-0.0038,-0.0019,1.2280,0.0545,0.0000,0.0000,23.3328,1.0359,0.2895,2.5392
