run,time,agcacc,bgcjacc,bgcmacc,cproda,agcprd,bgcjprd,bgcmprd,aglivc,stdedc,totsysc,somtc,som1c(1),som1c(2),som2c(1),som2c(2),som3c,somte(1),somse(1),tminrl(1),stream(2),stream(5),stream(6),"som1e(1,1)","som1e(2,1)","som2e(1,1)","som2e(2,1)",som3e(1),tnetmn(1)
ag1,1547.25,0.0000,0.0000,0.0000,0.0000,282.5055,163.2843,8.5939,5.6143,23.2327,11559.7529,9995.1602,39.8258,123.9386,60.1931,4173.7710,5539.0420,758.4437,755.3444,1.4305,0.0000,0.0009,0.3313E-04,2.7819,8.7675,3.3905,235.5659,511.0110,0.6860
ag1,1547.33,0.0000,0.0000,0.0000,0.0000,282.5055,163.2843,8.5939,5.0749,17.0181,11543.1094,9999.2559,40.8714,126.3824,61.5441,4173.5493,5538.9893,758.6070,755.4662,1.5579,0.0038,0.0013,0.4533E-04,2.8453,8.9193,3.4619,235.5429,511.0041,1.0591
ag1,1547.42,25.1690,12.9582,0.6820,38.8092,282.5055,163.2843,8.5939,29.4157,12.4934,11547.3105,9992.2100,42.5513,130.2802,64.7452,4173.4673,5538.8740,758.4489,755.7284,1.7915,0.0404,0.0012,0.4233E-04,2.9724,9.1960,3.6437,235.5404,510.9919,1.7361
ag1,1547.50,144.0412,74.3391,3.9126,222.2928,282.5055,163.2843,8.5939,139.4730,9.4024,11666.5732,9975.7412,43.1610,132.1893,70.6098,4173.5923,5538.6377,757.6666,755.8403,0.2985,0.5717,0.0577,0.0020,3.0233,9.3287,3.9759,235.5429,510.9688,3.0893
ag1,1547.58,266.8774,139.5466,7.3446,413.7684,282.5055,163.2843,8.5939,209.0712,37.9750,11789.1104,9964.6816,41.9496,129.9482,76.4192,4173.8613,5538.3779,756.8975,755.5410,0.2544,0.0000,0.0057,0.0002,2.8948,9.1012,4.2746,235.4980,510.9419,4.6035
ag1,1547.67,0.0000,0.0000,0.0000,578.3153,365.1894,202.4696,10.6563,14.8343,301.5646,11896.2227,9958.5420,40.4042,126.7693,81.3660,4173.9570,5538.1084,756.3589,755.1692,0.1994,0.0000,0.0010,0.3615E-04,2.7534,8.8156,4.5240,235.4378,510.9158,5.9087
ag1,1547.75,0.0000,0.0000,0.0000,578.3153,365.1894,202.4696,10.6563,14.6319,223.2257,11852.0527,9950.4023,40.7574,123.8237,85.0887,4173.1948,5537.8623,756.1205,754.8809,0.7349,0.0000,0.0212,0.0007,2.7924,8.6108,4.7310,235.3784,510.8916,6.8303
ag1,1547.83,0.0000,0.0000,0.0000,578.3153,365.1894,202.4696,10.6563,14.6008,165.1545,11823.5469,9949.3564,42.2823,122.3407,87.6494,4172.8638,5537.7178,756.2174,754.7576,0.8438,0.0000,0.0071,0.0002,2.9150,8.5188,4.8780,235.3599,510.8789,7.3064
ag1,1547.92,0.0000,0.0000,0.0000,578.3153,365.1894,202.4696,10.6563,14.5846,122.1787,11806.4395,9955.3174,43.6171,121.9646,89.2554,4172.7720,5537.6553,756.5005,754.7107,0.8312,0.0000,0.0140,0.0005,3.0085,8.4911,4.9667,235.3499,510.8698,7.5850
ag1,1548.00,0.0000,0.0000,0.0000,578.3153,365.1894,202.4696,10.6563,14.5738,90.3893,11795.8203,9966.8447,44.5943,122.2874,90.1814,4172.7290,5537.5889,756.8632,754.7066,0.7931,0.0000,0.9404E-04,0.3271E-05,3.0691,8.5042,5.0148,235.3374,510.8650,7.7819
ag1,1548.08,0.0000,0.0000,0.0000,0.0000,365.1894,202.4696,10.6563,14.5631,66.8735,11785.1729,9978.2178,45.6578,123.0673,91.0723,4172.7236,5537.5068,757.1677,754.7318,0.7925,0.0000,0.0044,0.0002,3.1329,8.5456,5.0601,235.3262,510.8601,0.1886
ag1,1548.17,0.0000,0.0000,0.0000,0.0000,365.1894,202.4696,10.6563,14.5523,49.4703,11772.4766,9987.1055,46.8975,124.4065,92.0756,4172.7095,5537.4541,757.3819,754.7880,0.8325,0.0000,0.0006,0.2255E-04,3.2078,8.6221,5.1109,235.3116,510.8542,0.4116
ag1,1548.25,0.0000,0.0000,0.0000,0.0000,365.1894,202.4696,10.6563,14.5416,36.6043,11755.5420,9992.8809,48.5505,126.3522,93.4927,4172.8623,5537.3936,757.5872,754.8932,0.8621,0.0009,0.0004,0.1335E-04,3.3106,8.7395,5.1838,235.3060,510.8477,0.6678
ag1,1548.33,0.0000,0.0000,0.0000,0.0000,365.1894,202.4696,10.6563,14.5307,27.0857,11734.0078,9994.1875,50.3119,128.7149,95.2972,4173.0537,5537.3389,757.7017,755.0316,0.9299,0.0019,0.0015,0.5183E-04,3.4260,8.8895,5.2792,235.3042,510.8379,1.0126
ag1,1548.42,48.3841,24.9105,1.3111,74.6057,365.1894,202.4696,10.6563,60.7933,19.9889,11766.0967,9984.9756,52.6601,131.7750,98.8503,4173.5601,5537.1924,757.4982,755.2670,1.3295,0.0003,0.0100,0.0003,3.6080,9.1156,5.4800,235.3273,510.8241,1.6929
ag1,1548.50,160.9472,83.9428,4.4180,249.3080,365.1894,202.4696,10.6563,157.1972,19.1666,11860.7725,9970.2383,53.7967,131.2547,106.0646,4175.3335,5536.9111,756.8920,755.3475,0.3926,0.0000,0.0010,0.3584E-04,3.7222,9.1194,5.8936,235.4315,510.7965,2.9451
ag1,1548.58,276.2299,146.9233,7.7328,430.8860,365.1894,202.4696,10.6563,211.9352,50.1989,11960.0254,9962.6836,51.9225,127.7040,113.2429,4177.6001,5536.5908,756.2768,755.0645,0.2095,0.0000,0.0214,0.0007,3.5442,8.8155,6.2602,235.4831,510.7660,4.3848
ag1,1548.67,0.0000,0.0000,0.0000,490.9674,309.6744,172.2283,9.0647,11.1401,224.7807,11973.5967,9962.3125,50.9109,125.7326,116.5251,4178.0449,5536.3760,756.1258,754.8534,0.3995,0.0000,0.0000,0.0000,3.4562,8.6465,6.4263,235.4591,510.7479,5.2586
ag1,1548.75,0.0000,0.0000,0.0000,490.9674,309.6744,172.2283,9.0647,9.3488,165.2756,11944.5137,9961.8877,51.7894,124.8188,118.5115,4177.8145,5536.2393,756.2588,754.7634,0.5674,0.0000,0.2793E-05,0.9612E-07,3.5259,8.5908,6.5371,235.4377,510.7349,5.7670
ag1,1548.83,0.0000,0.0000,0.0000,490.9674,309.6744,172.2283,9.0647,7.9693,121.4803,11914.7324,9961.5986,53.2882,124.3270,120.8672,4178.0762,5536.1104,756.3557,754.7276,0.7000,0.0000,0.0025,0.8516E-04,3.6403,8.5623,6.6693,235.4437,510.7216,6.2265
ag1,1548.92,0.0000,0.0000,0.0000,490.9674,309.6744,172.2283,9.0647,7.0708,89.0915,11891.9131,9964.8828,54.6361,124.1689,122.7607,4178.4004,5536.0244,756.5859,754.7256,0.7301,0.0000,0.0033,0.0001,3.7418,8.5568,6.7759,235.4577,510.7111,6.5582
ag1,1549.00,0.0000,0.0000,0.0000,490.9674,309.6744,172.2283,9.0647,6.3762,65.2671,11875.4619,9973.1035,55.6715,124.4341,124.1569,4178.7695,5535.9678,756.9160,754.7460,0.7024,0.0000,0.0021,0.7312E-04,3.8118,8.5719,6.8515,235.4691,510.7050,6.8084
ag1,1549.08,0.0000,0.0000,0.0000,0.0000,309.6744,172.2283,9.0647,5.7634,47.8045,11861.1680,9984.2002,56.6596,125.1060,125.4230,4179.2656,5535.8936,757.2414,754.7950,0.7111,0.0000,0.0084,0.0003,3.8704,8.6093,6.9166,235.4856,510.7002,0.2007
ag1,1549.17,0.0000,0.0000,0.0000,0.0000,309.6744,172.2283,9.0647,5.2101,35.0088,11847.3467,9994.7305,57.5612,126.1717,126.5832,4179.7065,5535.8350,757.5239,754.8658,0.7253,0.0000,0.0004,0.1342E-04,3.9228,8.6720,6.9756,235.4983,510.6955,0.4078
ag1,1549.25,0.0000,0.0000,0.0000,0.0000,309.6744,172.2283,9.0647,4.7101,25.6427,11832.9688,10003.7930,58.4099,127.7185,127.7136,4180.1064,5535.7686,757.8240,754.9673,0.7601,0.0000,0.0005,0.1603E-04,3.9731,8.7672,7.0335,235.5099,510.6902,0.6379
ag1,1549.33,0.0000,0.0000,0.0000,0.0000,309.6744,172.2283,9.0647,4.2580,18.7820,11811.4463,10007.0430,59.5293,130.0837,129.4790,4180.8701,5535.7100,757.9988,755.1396,0.8234,0.0010,0.0007,0.2313E-04,4.0450,8.9197,7.1266,235.5380,510.6819,0.9730
ag1,1549.42,57.5833,29.6467,1.5604,88.7904,309.6744,172.2283,9.0647,59.6894,13.7891,11850.3994,9997.0313,60.9227,133.7107,133.6187,4182.8169,5535.5576,757.8218,755.5235,1.1928,0.0007,0.0072,0.0002,4.1815,9.2074,7.3692,235.6487,510.6674,1.7028
ag1,1549.50,182.6947,94.2693,4.9615,281.9254,309.6744,172.2283,9.0647,166.4357,16.5007,11963.9268,9984.9248,60.0642,133.4137,140.4452,4186.9399,5535.3076,757.1912,755.6391,0.2468,0.0703,0.0581,0.0020,4.1012,9.1670,7.7311,235.8301,510.6420,3.0502
ag1,1549.58,311.0841,161.2861,8.4887,480.8588,309.6744,172.2283,9.0647,231.9722,49.1063,12081.1680,9977.7686,57.1948,129.8861,146.4951,4191.0166,5535.0127,756.7029,755.4812,0.2261,0.0001,0.0491,0.0017,3.8729,8.8842,8.0381,235.9829,510.6140,4.4358
ag1,1549.67,0.0000,0.0000,0.0000,607.8442,392.6298,204.4538,10.7607,17.0348,291.4297,12141.6201,9973.5352,54.7628,126.2288,151.0473,4194.2344,5534.7451,756.4167,755.2816,0.3911,0.0000,0.0000,0.0000,3.6867,8.6010,8.2661,236.0929,510.5877,5.6138
ag1,1549.75,0.0000,0.0000,0.0000,607.8442,392.6298,204.4538,10.7607,16.9987,215.6020,12088.5576,9968.6934,54.9133,123.0581,154.8423,4196.5337,5534.4912,756.3730,755.1639,0.7805,0.0000,0.0295,0.0010,3.7271,8.4025,8.4812,236.1979,510.5636,6.4069
ag1,1549.83,0.0000,0.0000,0.0000,607.8442,392.6298,204.4538,10.7607,3.3805,31.9153,11239.7998,9974.5439,5.6412,121.1567,15.7725,4196.4551,5542.5557,757.6025,756.1885,5.6313,0.0109,0.0214,0.0007,0.4175,8.5480,0.8791,236.4017,511.2388,6.5084
ag1,1549.92,0.0000,0.0000,0.0000,607.8442,392.6298,204.4538,10.7607,3.3744,23.6127,11229.3916,9978.6455,5.8958,120.5756,15.9573,4195.0869,5542.4678,758.5460,756.6212,4.6817,0.2374,0.0102,0.0004,0.4837,8.8150,0.9101,236.5720,511.2342,6.3359
ag1,1550.00,0.0000,0.0000,0.0000,607.8442,392.6298,204.4538,10.7607,3.3718,17.4695,11224.4424,9991.6016,6.0697,120.8528,16.0351,4194.5283,5542.3662,759.5281,756.6985,3.5247,0.5651,0.0051,0.0002,0.5025,8.8878,0.9177,236.5813,511.2294,6.4754
ag1,1550.08,0.0000,0.0000,0.0000,0.0000,392.6298,204.4538,10.7607,3.3693,12.9250,11218.9297,10003.4727,6.2929,121.7229,16.1110,4194.0146,5542.2881,760.1799,756.7314,3.2104,0.0017,0.0034,0.0001,0.5165,8.9508,0.9223,236.5574,511.2232,0.2898
ag1,1550.17,0.0000,0.0000,0.0000,0.0000,392.6298,204.4538,10.7607,3.3641,9.5646,11212.0859,10013.6182,6.6203,123.0776,16.2159,4193.4756,5542.2139,760.5330,756.7763,3.1786,0.0243,0.0023,0.8418E-04,0.5352,9.0336,0.9279,236.5245,511.2182,0.6589
ag1,1550.25,0.0000,0.0000,0.0000,0.0000,392.6298,204.4538,10.7607,3.3616,7.0774,11204.5459,10023.1367,7.0197,124.8029,16.3437,4192.9956,5542.1377,760.8729,756.8473,3.1767,0.0273,0.5196E-04,0.1905E-05,0.5583,9.1401,0.9347,236.4933,511.2139,1.0434
ag1,1550.33,0.0000,0.0000,0.0000,0.0000,392.6298,204.4538,10.7607,3.3591,5.2374,11192.4072,10026.0010,7.6352,127.7123,16.5602,4192.3066,5542.0811,760.9769,756.9880,3.2859,0.0287,0.0005,0.1749E-04,0.5956,9.3289,0.9466,236.4519,511.2072,1.6381
ag1,1550.42,58.1320,29.9292,1.5752,89.6365,392.6298,204.4538,10.7607,59.9584,3.8683,11248.3281,10011.2334,9.0845,133.0348,17.3817,4190.7534,5541.9287,760.3740,757.4373,3.8669,0.0275,0.0025,0.9301E-04,0.7097,9.8061,1.0017,236.4389,511.1922,2.9427
ag1,1550.50,179.7799,93.5481,4.9236,278.2516,392.6298,204.4538,10.7607,162.3814,9.9506,11382.1406,9990.2188,9.9768,133.4559,18.6914,4188.0996,5541.6162,759.4232,757.5237,1.8558,0.6578,0.0349,0.0013,0.7758,9.9371,1.0874,236.4221,511.1646,4.8961
ag1,1550.58,288.3194,156.0901,8.2153,452.6248,392.6298,204.4538,10.7607,208.4316,45.0849,11502.7793,9977.5479,10.5824,130.3508,20.1132,4185.4204,5541.3330,758.6607,757.1100,0.9140,0.0000,0.0062,0.0002,0.7988,9.6666,1.1690,236.3056,511.1377,6.7077
ag1,1550.67,0.0000,0.0000,0.0000,509.0240,318.1210,181.3578,9.5452,13.0864,218.0884,11515.7314,9968.4453,11.8195,127.3449,21.5258,4182.5327,5541.0674,758.1431,756.6796,1.3146,0.0000,0.0062,0.0002,0.8753,9.4033,1.2494,236.1632,511.1131,8.1914
ag1,1550.75,0.0000,0.0000,0.0000,509.0240,318.1210,181.3578,9.5452,13.0697,161.3344,11481.1084,9958.4404,14.5937,124.4396,23.3112,4179.6138,5540.8311,757.7349,756.3078,1.8905,0.0000,0.0578,0.0021,1.0746,9.1804,1.3543,236.0350,511.0924,9.2870
ag1,1550.83,0.0000,0.0000,0.0000,509.0240,318.1210,181.3578,9.5452,13.0039,119.4056,11457.5449,9954.7256,16.7172,122.6611,24.7176,4177.4966,5540.6787,757.6584,756.0622,2.1267,0.0000,0.0210,0.0008,1.2295,9.0449,1.4373,235.9399,511.0774,9.9990
ag1,1550.92,0.0000,0.0000,0.0000,509.0240,318.1210,181.3578,9.5452,12.9818,88.3432,11439.5371,9954.7412,18.5491,121.8449,25.8837,4175.9229,5540.5713,757.7476,755.9197,2.2353,0.0000,0.0001,0.5014E-05,1.3640,8.9826,1.5062,235.8709,511.0662,10.5332
ag1,1551.00,0.0000,0.0000,0.0000,509.0240,318.1210,181.3578,9.5452,12.9711,65.3598,11431.6084,9965.6455,19.4224,121.9165,26.4014,4175.3252,5540.4912,758.2388,755.8780,2.0779,0.0000,0.0002,0.6284E-05,1.4234,8.9788,1.5354,235.8381,511.0610,10.7875
ag1,1551.08,0.0000,0.0000,0.0000,0.0000,318.1210,181.3578,9.5452,12.9615,48.3573,11424.2910,9977.7061,20.2289,122.5417,26.8335,4174.8389,5540.4014,758.6170,755.8669,2.0343,0.0000,0.9120E-04,0.3354E-05,1.4733,9.0051,1.5581,235.8054,511.0564,0.2515
ag1,1551.17,0.0000,0.0000,0.0000,0.0000,318.1210,181.3578,9.5452,12.9520,35.7763,11417.6357,9990.3496,21.0733,123.4094,27.2681,4174.5439,5540.3311,758.9644,755.8828,2.0265,0.0000,0.0001,0.4362E-05,1.5245,9.0488,1.5806,235.7833,511.0507,0.4459
ag1,1551.25,0.0000,0.0000,0.0000,0.0000,318.1210,181.3578,9.5452,12.9424,26.4734,11406.3252,9997.6201,22.3499,125.3074,27.9450,4174.0581,5540.2646,759.1789,755.9460,2.1082,0.0000,0.0004,0.1416E-04,1.6036,9.1550,1.6160,235.7460,511.0450,0.7751
ag1,1551.33,0.0000,0.0000,0.0000,0.0000,318.1210,181.3578,9.5452,12.9329,19.5907,11388.4375,9998.4814,24.2998,128.1300,29.1572,4173.4492,5540.2041,759.2344,756.0638,2.1574,0.0008,0.0008,0.2998E-04,1.7299,9.3247,1.6812,235.7033,511.0359,1.2484
ag1,1551.42,48.7961,25.1226,1.3222,75.2410,318.1210,181.3578,9.5452,59.9849,14.4371,11428.1680,9988.6572,27.1242,131.9815,31.7956,4172.4961,5540.0811,758.9194,756.2906,2.4426,0.0050,0.0029,0.0001,1.9405,9.6012,1.8343,235.6667,511.0227,2.0927
ag1,1551.50,178.1348,92.5967,4.8735,275.6051,318.1210,181.3578,9.5452,169.5517,18.0380,11571.2266,9971.6133,29.0142,132.7734,35.8147,4170.9492,5539.8428,758.0909,756.2603,0.3967,0.3783,0.0227,0.0008,2.0789,9.6535,2.0657,235.6066,511.0002,3.5297
ag1,1551.58,293.6095,156.6931,8.2470,458.5497,318.1210,181.3578,9.5452,221.1662,51.4199,11689.6719,9959.6543,29.3309,129.9558,40.7125,4169.4976,5539.5693,757.1630,755.7912,0.2338,0.0000,0.0000,0.0000,2.0544,9.3469,2.3203,235.4705,510.9738,5.1451
ag1,1551.67,0.0000,0.0000,0.0000,577.9598,360.7510,206.3484,10.8604,12.6829,285.6469,11763.1650,9953.6865,29.4241,127.1854,43.9439,4167.6719,5539.3174,756.5739,755.3254,0.2731,0.0000,0.0038,0.0001,2.0338,9.0633,2.4857,235.3103,510.9518,6.3971
ag1,1551.75,0.0000,0.0000,0.0000,577.9598,360.7510,206.3484,10.8604,12.0077,211.8772,11729.8320,9948.6553,30.9835,125.3291,46.8407,4166.1543,5539.1123,756.4285,755.0576,0.6774,0.0000,0.0025,0.8788E-04,2.1435,8.9085,2.6448,235.2134,510.9358,7.1738
ag1,1551.83,0.0000,0.0000,0.0000,577.9598,360.7510,206.3484,10.8604,11.6846,157.0257,11706.0293,9947.6426,32.9993,124.2832,48.9893,4165.0835,5538.9893,756.5090,754.9126,0.7773,0.0000,0.0044,0.0002,2.2939,8.8328,2.7669,235.1561,510.9237,7.6441
ag1,1551.92,0.0000,0.0000,0.0000,577.9598,360.7510,206.3484,10.8604,11.2038,116.5549,11690.5361,9952.8438,34.8009,124.1666,50.5302,4164.6279,5538.9170,756.7918,754.8589,0.7333,0.0000,0.0009,0.3258E-04,2.4183,8.8170,2.8518,235.1268,510.9152,7.9190
ag1,1552.00,0.0000,0.0000,0.0000,577.9598,360.7510,206.3484,10.8604,11.1889,86.2333,11678.5459,9961.6953,36.1643,124.5117,51.6293,4164.2529,5538.8564,757.0667,754.8302,0.7549,0.0000,0.0035,0.0001,2.5055,8.8262,2.9099,235.0950,510.9090,8.1782
ag1,1552.08,0.0000,0.0000,0.0000,0.0000,360.7510,206.3484,10.8604,11.1805,63.7972,11666.5332,9971.3740,37.6290,125.3148,52.7580,4164.0005,5538.7900,757.3171,754.8365,0.7901,0.0000,0.0140,0.0005,2.5959,8.8644,2.9683,235.0687,510.9034,0.2316
ag1,1552.17,0.0000,0.0000,0.0000,0.0000,360.7510,206.3484,10.8604,11.1722,47.1928,11655.6133,9981.4111,38.8042,126.4569,53.6630,4163.7319,5538.7217,757.5668,754.8682,0.8197,0.0000,0.0014,0.5018E-04,2.6691,8.9265,3.0152,235.0435,510.8981,0.4599
ag1,1552.25,0.0000,0.0000,0.0000,0.0000,360.7510,206.3484,10.8604,11.1640,34.9174,11638.6240,9986.9756,40.7803,128.3461,55.2996,4163.6147,5538.6592,757.7443,754.9506,0.8572,0.0002,0.0003,0.1002E-04,2.7935,9.0355,3.1004,235.0238,510.8913,0.7313
ag1,1552.33,0.0000,0.0000,0.0000,0.0000,360.7510,206.3484,10.8604,11.1557,25.8356,11618.5557,9989.0654,42.6943,130.5829,57.2095,4163.4795,5538.6064,757.8730,755.0603,0.9333,0.0010,0.0011,0.4020E-04,2.9200,9.1735,3.2024,235.0051,510.8816,1.0775
ag1,1552.42,23.7266,12.2156,0.6429,36.5852,360.7510,206.3484,10.8604,34.1454,19.0592,11619.8555,9982.3428,45.1285,133.4367,60.7490,4163.4702,5538.4927,757.7288,755.2425,1.1750,0.0011,0.0022,0.7740E-04,3.1028,9.3721,3.4009,235.0017,510.8687,1.6737
ag1,1552.50,147.0680,75.9234,3.9960,226.9874,360.7510,206.3484,10.8604,147.9754,14.2893,11739.5664,9965.9980,46.5894,133.9018,68.0996,4163.8887,5538.2310,757.0197,755.2994,0.2975,0.2754,0.0741,0.0026,3.2430,9.4234,3.8241,235.0306,510.8455,2.8863
ag1,1552.58,263.9141,138.9041,7.3107,410.1289,360.7510,206.3484,10.8604,206.6204,45.3031,11849.1348,9954.7969,45.5491,130.5352,74.9094,4164.0615,5537.9497,756.1964,754.9076,0.2342,0.2948E-07,0.0000,0.0000,3.1277,9.1171,4.1767,234.9736,510.8169,4.4224
ag1,1552.67,0.0000,0.0000,0.0000,575.9978,366.0060,199.4922,10.4996,14.9981,305.5410,11945.5605,9947.8066,43.1685,126.5502,82.2041,4164.9536,5537.6587,755.6268,754.5072,0.2572,0.0000,0.0023,0.7876E-04,2.9248,8.7725,4.5487,234.9463,510.7883,5.7855
ag1,1552.75,0.0000,0.0000,0.0000,575.9978,366.0060,199.4922,10.4996,14.9266,226.0646,11894.5322,9941.4258,43.0521,123.4063,87.4801,4165.1235,5537.4146,755.4370,754.2411,0.7532,0.0000,0.0620,0.0021,2.9320,8.5492,4.8383,234.9285,510.7634,6.6518
ag1,1552.83,0.0000,0.0000,0.0000,575.9978,366.0060,199.4922,10.4996,14.9113,167.2415,11856.9707,9939.1582,44.3510,121.3943,91.2611,4165.0654,5537.2407,755.4297,754.0719,0.7854,0.1796,0.0599,0.0021,3.0338,8.4127,5.0487,234.9120,510.7471,7.2153
ag1,1552.92,0.0000,0.0000,0.0000,575.9978,366.0060,199.4922,10.4996,14.8842,123.7328,11837.8232,9943.8438,45.4469,120.8508,93.0756,4164.8936,5537.1528,755.6473,753.9998,0.5172,0.3071,0.0193,0.0007,3.1107,8.3718,5.1481,234.8922,510.7358,7.5329
ag1,1553.00,0.0000,0.0000,0.0000,575.9978,366.0060,199.4922,10.4996,14.8379,91.5684,11827.8945,9955.9355,46.2052,121.1083,93.9213,4164.7803,5537.0708,756.0429,753.9893,0.4729,0.0000,0.0000,0.0000,3.1585,8.3823,5.1924,234.8770,510.7299,7.7181
ag1,1553.08,0.0000,0.0000,0.0000,0.0000,366.0060,199.4922,10.4996,14.8269,67.7459,11819.0029,9969.0850,47.0139,121.7538,94.6798,4164.7822,5536.9849,756.4000,754.0107,0.4565,0.0029,0.0028,0.9661E-04,3.2073,8.4171,5.2311,234.8689,510.7247,0.1454
ag1,1553.17,0.0000,0.0000,0.0000,0.0000,366.0060,199.4922,10.4996,14.8160,50.1185,11810.7158,9981.7773,47.7724,122.7953,95.3043,4164.7646,5536.9263,756.7194,754.0556,0.4708,0.0044,0.0027,0.9286E-04,3.2522,8.4771,5.2623,234.8581,510.7204,0.2883
ag1,1553.25,0.0000,0.0000,0.0000,0.0000,366.0060,199.4922,10.4996,14.8051,37.0840,11792.9092,9987.0635,49.4599,125.1414,96.7304,4164.8716,5536.8618,756.8895,754.1812,0.5580,0.0063,0.0009,0.3111E-04,3.3561,8.6196,5.3351,234.8478,510.7138,0.5425
ag1,1553.33,0.0000,0.0000,0.0000,0.0000,366.0060,199.4922,10.4996,14.7941,27.4405,11766.9111,9985.8613,51.5310,128.2865,98.8529,4165.1152,5536.7837,756.9608,754.3737,0.6738,0.0049,0.0030,0.0001,3.4946,8.8239,5.4481,234.8456,510.7041,0.9184
ag1,1553.42,55.7273,28.6912,1.5101,85.9285,366.0060,199.4922,10.4996,68.0922,20.2075,11801.4531,9975.8926,54.2076,131.5145,103.6435,4166.3926,5536.6099,756.7768,754.6644,0.9667,0.0037,0.0046,0.0002,3.7075,9.0653,5.7194,234.9097,510.6895,1.5534
ag1,1553.50,183.4998,94.8638,4.9928,283.3565,366.0060,199.4922,10.4996,173.9590,23.7605,11924.4658,9963.3936,54.6206,131.0824,110.3822,4168.4272,5536.3833,756.2241,754.7032,0.2290,0.1468,0.0612,0.0021,3.7430,9.0413,6.0912,234.9981,510.6638,2.6985
ag1,1553.58,311.3644,161.0271,8.4751,480.8666,366.0060,199.4922,10.4996,238.1057,54.5652,12039.3916,9954.9551,52.6419,127.6613,117.4081,4170.9868,5536.0884,755.6460,754.4543,0.2166,0.0000,0.0546,0.0019,3.5667,8.7568,6.4492,235.0633,510.6342,4.0583
ag1,1553.67,0.0000,0.0000,0.0000,633.7271,409.6041,212.9168,11.2062,18.3512,325.2250,12125.2129,9949.3291,50.6059,124.0463,122.9106,4172.9453,5535.8208,755.2577,754.1719,0.3305,0.0000,0.0132,0.0005,3.4010,8.4674,6.7258,235.0976,510.6068,5.2436
ag1,1553.75,0.0000,0.0000,0.0000,633.7271,409.6041,212.9168,11.2062,18.2804,240.6308,12076.8223,9943.4766,51.1166,121.0521,126.7693,4173.3672,5535.5630,755.1804,753.9711,0.6883,0.0000,0.0282,0.0010,3.4668,8.2836,6.9455,235.1037,510.5839,6.0183
ag1,1553.83,0.0000,0.0000,0.0000,633.7271,409.6041,212.9168,11.2062,18.2170,178.0545,12042.0693,9944.0146,52.9897,119.7247,129.8483,4174.2241,5535.4106,755.3173,753.9131,0.6341,0.1029,0.0318,0.0011,3.6100,8.2029,7.1185,235.1389,510.5713,6.4274
ag1,1553.92,0.0000,0.0000,0.0000,633.7271,409.6041,212.9168,11.2062,18.2005,131.7211,12013.6631,9947.0576,54.7628,119.1278,132.3990,4174.8862,5535.2974,755.4672,753.8795,0.5323,0.2059,0.0273,0.0009,3.7330,8.1614,7.2577,235.1594,510.5587,6.7851
ag1,1554.00,0.0000,0.0000,0.0000,633.7271,409.6041,212.9168,11.2062,18.1664,97.4700,12001.1816,9958.2041,55.6457,119.3076,133.4471,4175.0903,5535.2310,755.8256,753.8801,0.4192,0.0778,0.0056,0.0002,3.7885,8.1681,7.3126,235.1596,510.5524,6.9738
ag1,1554.08,0.0000,0.0000,0.0000,0.0000,409.6041,212.9168,11.2062,18.1330,72.1292,11988.9316,9969.5869,56.6295,120.0461,134.4061,4175.2466,5535.1528,756.1405,753.9126,0.4404,0.0012,0.0053,0.0002,3.8475,8.2096,7.3613,235.1565,510.5465,0.1879
ag1,1554.17,0.0000,0.0000,0.0000,0.0000,409.6041,212.9168,11.2062,18.1159,53.3631,11976.8037,9980.9346,57.6643,121.2044,135.3427,4175.4932,5535.0864,756.4315,753.9765,0.4806,0.0031,0.0004,0.1296E-04,3.9091,8.2781,7.4084,235.1573,510.5411,0.3560
ag1,1554.25,0.0000,0.0000,0.0000,0.0000,409.6041,212.9168,11.2062,18.1023,39.4864,11957.2158,9986.4482,59.2841,123.3345,136.8899,4176.0015,5535.0220,756.6071,754.1084,0.5331,0.0030,0.0021,0.7025E-04,4.0072,8.4077,7.4868,235.1679,510.5328,0.6029
ag1,1554.33,0.0000,0.0000,0.0000,0.0000,409.6041,212.9168,11.2062,18.0876,29.2208,11932.3711,9987.7891,60.9749,125.8759,138.8472,4176.6353,5534.9595,756.7218,754.2810,0.6450,0.0033,0.0025,0.8365E-04,4.1164,8.5710,7.5892,235.1867,510.5233,0.9331
ag1,1554.42,0.0000,0.0000,0.0000,0.0000,409.6041,212.9168,11.2062,18.0160,21.6203,11896.2285,9986.0107,62.8311,128.3492,142.1971,4178.4072,5534.8647,756.7980,754.5142,0.7109,0.0042,0.0016,0.5571E-04,4.2466,8.7371,7.7701,235.2659,510.5111,1.3249
ag1,1554.50,94.5249,48.8680,2.5720,145.9648,409.6041,212.9168,11.2062,106.5946,15.9971,11978.7627,9976.0303,63.5533,129.8593,147.5890,4181.1782,5534.6597,756.6150,754.8033,1.1055,0.0822,0.0349,0.0012,4.3540,8.8917,8.0892,235.4201,510.4915,2.1057
ag1,1554.58,215.6035,111.8274,5.8857,333.3165,409.6041,212.9168,11.2062,191.0894,30.9147,12075.4063,9968.3408,61.0627,127.5304,155.1327,4186.2217,5534.3394,756.1059,754.8147,0.2481,0.0000,0.0252,0.0009,4.1639,8.7141,8.4931,235.6404,510.4603,3.4874
