run,time,agcacc,bgcjacc,bgcmacc,cproda,agcprd,bgcjprd,bgcmprd,aglivc,stdedc,totsysc,somtc,som1c(1),som1c(2),som2c(1),som2c(2),som3c,somte(1),somse(1),tminrl(1),stream(2),stream(5),stream(6),"som1e(1,1)","som1e(2,1)","som2e(1,1)","som2e(2,1)",som3e(1),tnetmn(1)
ag1,-2000.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,10820.0000,10040.0000,30.0000,190.0000,400.0000,1750.0000,8000.0000,1272.7523,1271.2322,0.9450,0.0000,0.0000,0.0000,2.3077,19.0000,25.0000,109.3750,1142.8572,0.0000
ag1,1500.08,0.0000,0.0000,0.0000,0.0000,301.8311,177.0918,9.3206,1.0270,8.7228,11274.7324,10078.1621,6.3381,127.9779,16.2949,4249.7891,5548.1587,764.4901,760.8987,4.1640,0.0000,0.2292E-04,0.8446E-06,0.5142,9.4335,0.9325,238.7177,512.7476,0.2294
ag1,1500.17,0.0000,0.0000,0.0000,0.0000,301.8311,177.0918,9.3206,0.9285,6.3879,11270.0479,10091.2354,6.5067,128.8888,16.3561,4249.4902,5548.1040,765.0163,760.9412,4.0104,0.0045,0.4971E-04,0.1832E-05,0.5238,9.4912,0.9358,238.7024,512.7476,0.4794
ag1,1500.25,0.0000,0.0000,0.0000,0.0000,301.8311,177.0918,9.3206,0.8393,4.6789,11262.6025,10100.8350,6.8209,130.6705,16.4620,4249.1035,5548.0610,765.3438,761.0207,3.8569,0.1839,0.0001,0.5294E-05,0.5414,9.5995,0.9414,238.6783,512.7429,0.8701
ag1,1500.33,0.0000,0.0000,0.0000,0.0000,301.8311,177.0918,9.3206,0.7587,3.4272,11251.6865,10105.4355,7.2524,133.4009,16.6162,4248.6289,5547.9985,765.5057,761.1617,3.7227,0.1723,0.0006,0.2309E-04,0.5672,9.7764,0.9498,238.6495,512.7358,1.4232
ag1,1500.42,68.7195,35.3802,1.8621,105.9618,301.8311,177.0918,9.3206,67.4520,2.5493,11321.6602,10088.0957,8.5237,139.3475,17.3147,4247.3779,5547.8188,764.7312,761.6399,3.4579,0.0911,0.0083,0.0003,0.6624,10.2707,0.9956,238.6466,512.7225,2.9179
ag1,1500.50,199.5396,103.0687,5.4247,308.0330,301.8311,177.0918,9.3206,175.3501,11.6485,11473.0840,10067.4619,9.3148,139.8355,18.3617,4245.7534,5547.5435,763.6619,761.6471,0.6091,0.9743,0.0525,0.0019,0.7096,10.3203,1.0589,238.6201,512.7067,4.8348
ag1,1500.58,327.1637,169.4073,8.9162,505.4872,301.8311,177.0918,9.3206,238.9042,45.9248,11614.0869,10051.4072,9.9352,135.7947,19.5905,4243.5615,5547.2524,762.4704,761.0500,0.2978,0.0470,0.0299,0.0011,0.7252,9.9077,1.1224,238.4574,512.6848,6.8354
ag1,1500.67,0.0000,0.0000,0.0000,644.6002,416.2150,216.9659,11.4193,17.9146,305.8221,11703.2920,10036.7236,11.0513,130.5784,20.9731,4240.4658,5546.9321,761.5045,760.3132,0.4873,0.0000,0.6794E-04,0.2452E-05,0.7820,9.4235,1.1934,238.2351,512.6547,8.5663
ag1,1500.75,0.0000,0.0000,0.0000,644.6002,416.2150,216.9659,11.4193,17.8584,226.2670,11671.5215,10028.3154,13.9399,127.1499,22.4861,4237.8472,5546.7153,761.2350,759.9053,0.9511,0.0000,0.0062,0.0002,0.9904,9.1668,1.2801,238.1042,512.6343,9.4786
ag1,1500.83,0.0000,0.0000,0.0000,644.6002,416.2150,216.9659,11.4193,17.8020,167.4240,11645.8818,10023.9551,17.1026,125.0063,23.9930,4235.6187,5546.5552,761.1564,759.6379,1.1444,0.0000,0.0163,0.0006,1.2232,9.0190,1.3683,238.0030,512.6160,10.1153
ag1,1500.92,0.0000,0.0000,0.0000,644.6002,416.2150,216.9659,11.4193,17.7846,123.8586,11628.4258,10026.5791,19.8082,124.3402,25.3234,4234.3657,5546.4731,761.2990,759.5013,0.8112,0.3495,0.0344,0.0012,1.4102,8.9607,1.4427,237.9360,512.6047,10.4958
ag1,1501.00,0.0000,0.0000,0.0000,644.6002,416.2150,216.9659,11.4193,17.7686,91.6367,11613.6299,10031.8652,22.0176,124.3984,26.4747,4233.4009,5546.4048,761.4705,759.4150,0.4538,0.4153,0.0234,0.0008,1.5570,8.9461,1.5053,237.8749,512.5940,10.8471
ag1,1501.08,0.0000,0.0000,0.0000,0.0000,416.2150,216.9659,11.4193,17.7331,67.8172,11604.1992,10042.1553,23.2852,124.9295,27.1269,4232.8208,5546.3306,761.7885,759.3861,0.4375,0.5596E-04,0.0022,0.7968E-04,1.6387,8.9665,1.5399,237.8340,512.5855,0.2534
ag1,1501.17,0.0000,0.0000,0.0000,0.0000,416.2150,216.9659,11.4193,17.7200,50.1731,11594.9629,10053.0029,24.5908,125.8266,27.7993,4232.3794,5546.2603,762.0615,759.3892,0.4397,0.0042,0.0041,0.0001,1.7211,9.0109,1.5750,237.7995,512.5787,0.4729
ag1,1501.25,0.0000,0.0000,0.0000,0.0000,416.2150,216.9659,11.4193,17.7024,37.1304,11583.0000,10060.7168,26.1585,127.4105,28.6335,4231.8618,5546.2017,762.2992,759.4313,0.5207,0.0039,0.0013,0.4494E-04,1.8216,9.1002,1.6190,237.7605,512.5706,0.7487
ag1,1501.33,0.0000,0.0000,0.0000,0.0000,416.2150,216.9659,11.4193,17.6894,27.4767,11566.5684,10063.9580,28.2389,129.5396,29.9067,4231.3115,5546.1431,762.4372,759.5090,0.5591,0.0041,0.0014,0.5047E-04,1.9599,9.2286,1.6876,237.7201,512.5604,1.0921
ag1,1501.42,29.6993,15.2906,0.8048,45.7947,416.2150,216.9659,11.4193,46.2415,20.2750,11581.4707,10056.7402,31.2383,132.7549,32.3404,4230.3525,5546.0215,762.2281,759.6514,0.9170,0.0006,0.0097,0.0003,2.1720,9.4416,1.8234,237.6650,512.5447,1.7478
ag1,1501.50,151.5441,78.4405,4.1285,234.1130,416.2150,216.9659,11.4193,156.5161,16.1566,11712.6113,10041.3125,34.3500,134.1295,37.2973,4229.0786,5545.8242,761.6395,759.7146,0.3717,0.1822,0.0356,0.0013,2.4202,9.5650,2.1122,237.6225,512.5271,2.8057
ag1,1501.58,275.2411,143.2850,7.5413,426.0674,416.2150,216.9659,11.4193,219.9003,47.6807,11835.6436,10027.5508,35.1693,131.6162,43.1354,4227.4136,5545.5488,760.6555,759.2750,0.2313,0.0086,0.0280,0.0010,2.4347,9.3006,2.4183,237.4725,512.5020,4.3908
ag1,1501.67,0.0000,0.0000,0.0000,610.0630,390.8083,208.2919,10.9627,16.7208,336.4067,11959.1299,10017.1338,34.8853,127.9124,48.7228,4225.4551,5545.2603,759.8738,758.7247,0.1946,0.0000,0.0013,0.4628E-04,2.3807,8.9568,2.7070,237.2946,512.4733,5.8420
ag1,1501.75,0.0000,0.0000,0.0000,610.0630,390.8083,208.2919,10.9627,16.4944,249.0219,11918.7920,10010.1436,35.8486,125.1275,52.8765,4223.7686,5545.0435,759.6580,758.3882,0.6506,0.0000,0.0312,0.0011,2.4558,8.7513,2.9363,237.1854,512.4515,6.6649
ag1,1501.83,0.0000,0.0000,0.0000,610.0630,390.8083,208.2919,10.9627,16.4781,184.2248,11883.6084,10006.4238,38.3215,123.3127,56.6985,4222.4888,5544.8755,759.5628,758.1573,0.8645,0.0000,0.0316,0.0011,2.6360,8.6212,3.1493,237.1066,512.4295,7.2369
ag1,1501.92,0.0000,0.0000,0.0000,610.0630,390.8083,208.2919,10.9627,16.4614,136.2859,11862.6221,10008.9102,40.1192,122.6977,58.9121,4221.6597,5544.7837,759.7041,758.0441,0.9285,0.0000,0.0148,0.0005,2.7615,8.5729,3.2714,237.0541,512.4171,7.5974
ag1,1502.00,0.0000,0.0000,0.0000,610.0630,390.8083,208.2919,10.9627,16.4408,100.8331,11848.4219,10016.9385,41.5313,122.8158,60.3665,4221.1587,5544.7212,759.9793,757.9966,0.7986,0.1113,0.0141,0.0005,2.8540,8.5721,3.3494,237.0172,512.4073,7.8514
ag1,1502.08,0.0000,0.0000,0.0000,0.0000,390.8083,208.2919,10.9627,16.3909,74.6333,11838.9746,10029.3252,42.5235,123.3463,61.2670,4220.8823,5544.6333,760.3379,757.9933,0.7747,0.2618E-04,0.5990E-06,0.2090E-07,2.9161,8.5986,3.3966,236.9933,512.4014,0.1740
ag1,1502.17,0.0000,0.0000,0.0000,0.0000,390.8083,208.2919,10.9627,16.3635,55.2238,11830.9326,10042.5371,43.3878,124.2216,61.9744,4220.6733,5544.5532,760.6791,758.0234,0.7794,0.0000,0.0000,0.0000,2.9688,8.6477,3.4330,236.9753,512.4005,0.3168
ag1,1502.25,0.0000,0.0000,0.0000,0.0000,390.8083,208.2919,10.9627,16.3419,40.8708,11815.5479,10049.3438,45.0645,126.2115,63.3671,4220.4185,5544.4927,760.8598,758.1038,0.8779,0.0000,0.0081,0.0003,3.0724,8.7652,3.5050,236.9474,512.3912,0.5575
ag1,1502.33,0.0000,0.0000,0.0000,0.0000,390.8083,208.2919,10.9627,16.2475,30.3115,11795.7969,10052.0664,47.0260,128.7263,65.2088,4220.2134,5544.4321,761.0325,758.2307,0.9794,0.0000,0.0000,0.0000,3.2024,8.9261,3.6035,236.9244,512.3802,0.8465
ag1,1502.42,80.9710,41.7195,2.1958,124.8863,390.8083,208.2919,10.9627,93.3081,22.6414,11869.7822,10039.2910,50.4168,132.6729,70.0644,4219.9307,5544.2583,760.6874,758.4746,1.4444,0.0000,0.0172,0.0006,3.4571,9.2092,3.8763,236.9044,512.3610,1.5754
ag1,1502.50,206.0348,106.5669,5.6088,318.2105,390.8083,208.2919,10.9627,187.3503,31.7719,11983.7871,10025.0166,51.9559,132.6106,78.5996,4220.6436,5544.0103,759.9828,758.4374,0.2372,0.7239E-04,0.0328,0.0011,3.5531,9.1855,4.3389,236.9135,512.3384,2.7425
ag1,1502.58,328.5244,170.1945,8.9576,507.6766,390.8083,208.2919,10.9627,243.6152,61.7936,12089.8701,10014.5752,50.5700,129.2494,86.8982,4221.2749,5543.7095,759.2760,758.0825,0.2349,0.0148,0.0385,0.0013,3.4189,8.8948,4.7670,236.8741,512.3135,4.1385
ag1,1502.67,0.0000,0.0000,0.0000,608.4082,393.7645,203.9114,10.7322,17.8297,286.8365,12120.4980,10006.9492,48.7985,125.5024,93.9239,4221.6675,5543.4067,758.8463,757.7231,0.4671,0.0150,0.0836,0.0029,3.2843,8.6032,5.1338,236.8333,512.2867,5.3160
ag1,1502.75,0.0000,0.0000,0.0000,608.4082,393.7645,203.9114,10.7322,17.7795,212.2135,12076.1826,10002.2920,49.9252,123.0504,98.5397,4221.4922,5543.1880,758.7964,757.5308,0.6868,0.0346,0.0280,0.0010,3.3892,8.4511,5.3947,236.8157,512.2640,5.9484
ag1,1502.83,0.0000,0.0000,0.0000,608.4082,393.7645,203.9114,10.7322,17.7148,157.0414,12042.6162,10001.0771,51.4550,121.6421,101.9691,4221.2241,5543.0259,758.8168,757.3879,0.7155,0.1327,0.0305,0.0010,3.5050,8.3581,5.5855,236.7872,512.2426,6.4509
ag1,1502.92,0.0000,0.0000,0.0000,608.4082,393.7645,203.9114,10.7322,17.6761,116.1951,12014.6211,10002.3096,53.0766,120.9114,104.8237,4220.9985,5542.9048,758.9189,757.3086,0.7537,0.0634,0.0194,0.0007,3.6255,8.3133,5.7451,236.7672,512.2282,6.8610
ag1,1503.00,0.0000,0.0000,0.0000,608.4082,393.7645,203.9114,10.7322,17.6627,85.9654,12003.5439,10015.3105,53.8552,121.0592,105.9731,4221.0527,5542.8188,759.3399,757.3022,0.6652,0.0245,0.0024,0.8135E-04,3.6755,8.3191,5.8065,236.7630,512.2202,7.0196
ag1,1503.08,0.0000,0.0000,0.0000,0.0000,393.7645,203.9114,10.7322,17.6497,63.6030,11995.0996,10029.8535,54.5536,121.6468,106.7895,4221.1230,5542.7407,759.7363,757.3315,0.6370,0.0016,0.7543E-04,0.2591E-05,3.7159,8.3516,5.8480,236.7603,512.2197,0.1214
ag1,1503.17,0.0000,0.0000,0.0000,0.0000,393.7645,203.9114,10.7322,17.6366,47.0534,11983.8662,10041.5391,55.4496,122.9633,107.7430,4221.1367,5542.6802,760.0065,757.3912,0.6681,0.0054,0.0004,0.1420E-04,3.7678,8.4287,5.8963,236.7495,512.2131,0.2983
ag1,1503.25,0.0000,0.0000,0.0000,0.0000,393.7645,203.9114,10.7322,17.6236,34.8184,11970.2920,10051.0371,56.5078,124.8404,108.8667,4221.2046,5542.6060,760.3140,757.4940,0.6977,0.0056,0.0004,0.1209E-04,3.8330,8.5457,5.9545,236.7421,512.2062,0.4937
ag1,1503.33,0.0000,0.0000,0.0000,0.0000,393.7645,203.9114,10.7322,17.6106,25.7665,11944.7373,10052.2881,58.4183,128.0436,111.2294,4221.6982,5542.5278,760.4265,757.7009,0.7378,0.0054,0.0009,0.3097E-04,3.9541,8.7501,6.0784,236.7536,512.1972,0.8015
ag1,1503.42,62.2856,32.0677,1.6878,96.0411,393.7645,203.9114,10.7322,76.9612,19.0434,11992.2275,10041.8105,60.5056,132.1403,115.4589,4222.5337,5542.3677,760.2555,758.0211,1.0788,0.0016,0.0055,0.0002,4.1207,9.0518,6.3175,236.7921,512.1772,1.4470
ag1,1503.50,183.1976,95.6771,5.0356,283.9103,393.7645,203.9114,10.7322,173.0975,25.0422,12106.6084,10029.9883,61.1344,132.8617,122.1092,4224.6147,5542.1392,759.8083,758.1661,0.2500,0.0000,0.0000,0.0000,4.1774,9.1174,6.6876,236.8919,512.1567,2.4847
ag1,1503.58,292.8789,159.2549,8.3818,460.5156,393.7645,203.9114,10.7322,216.2117,58.9345,12199.8535,10024.4121,59.3736,130.4692,129.5113,4227.5601,5541.8599,759.3154,758.0226,0.1858,0.0000,0.0158,0.0005,4.0157,8.9068,7.0671,236.9839,512.1319,3.7632
ag1,1503.67,0.0000,0.0000,0.0000,539.5462,340.0815,189.4915,9.9732,14.2654,247.8194,12211.4072,10020.0908,57.7234,127.8394,135.2307,4229.7666,5541.6021,759.0516,757.8499,0.4814,0.0000,0.0277,0.0009,3.8868,8.6985,7.3627,237.0438,512.1075,4.8293
ag1,1503.75,0.0000,0.0000,0.0000,539.5462,340.0815,189.4915,9.9732,14.0347,183.4975,12158.6895,10016.5771,58.0338,125.5481,140.1337,4231.7227,5541.3989,759.0726,757.7861,0.7438,0.0000,0.0381,0.0013,3.9380,8.5617,7.6407,237.1366,512.0878,5.5019
ag1,1503.83,0.0000,0.0000,0.0000,539.5462,340.0815,189.4915,9.9732,14.0153,135.7570,12119.1270,10016.2295,58.7720,123.9723,143.7803,4233.1406,5541.2407,759.1786,757.7392,0.7515,0.1401,0.0351,0.0012,4.0055,8.4664,7.8468,237.2029,512.0699,6.0064
ag1,1503.92,0.0000,0.0000,0.0000,539.5462,340.0815,189.4915,9.9732,13.9990,100.4334,12098.7061,10021.8418,59.4342,123.5768,145.5146,4233.6094,5541.1821,759.4486,757.7207,0.7032,0.0997,0.0126,0.0004,4.0545,8.4425,7.9431,237.2206,512.0577,6.3240
ag1,1504.00,0.0000,0.0000,0.0000,539.5462,340.0815,189.4915,9.9732,13.9850,74.3066,12085.9238,10032.8789,60.0266,123.8483,146.5588,4233.9355,5541.1118,759.8121,757.7329,0.5707,0.1198,0.0055,0.0002,4.0907,8.4568,7.9983,237.2284,512.0477,6.5362
ag1,1504.08,0.0000,0.0000,0.0000,0.0000,340.0815,189.4915,9.9732,13.9746,54.9764,12075.6318,10046.9316,60.6401,124.4846,147.4350,4234.3789,5541.0259,760.1918,757.7814,0.5639,0.0053,0.0049,0.0002,4.1246,8.4928,8.0427,237.2439,512.0447,0.1398
ag1,1504.17,0.0000,0.0000,0.0000,0.0000,340.0815,189.4915,9.9732,13.9643,40.6705,12064.6113,10059.4395,61.3144,125.6801,148.2715,4234.7441,5540.9575,760.5009,757.8569,0.5892,0.0056,0.5234E-04,0.1784E-05,4.1612,8.5635,8.0842,237.2535,512.0399,0.3012
ag1,1504.25,0.0000,0.0000,0.0000,0.0000,340.0815,189.4915,9.9732,13.9540,30.0945,12050.3994,10068.7715,62.1202,127.6367,149.2550,4235.1318,5540.8911,760.8074,757.9812,0.6363,0.0067,0.0010,0.3281E-04,4.2088,8.6861,8.1344,237.2630,512.0320,0.5158
ag1,1504.33,0.0000,0.0000,0.0000,0.0000,340.0815,189.4915,9.9732,13.9437,22.2698,12021.7236,10068.1152,63.5792,131.0591,151.4213,4236.2710,5540.8208,760.9348,758.2496,0.7238,0.0059,0.0015,0.5100E-04,4.3065,8.9146,8.2505,237.3120,512.0230,0.8888
ag1,1504.42,42.4035,21.8314,1.1490,65.3839,340.0815,189.4915,9.9732,54.5267,16.4397,12045.4971,10060.8535,64.7658,134.5304,154.3885,4237.8462,5540.7056,760.9038,758.5848,1.0342,0.0019,0.0052,0.0002,4.4127,9.1804,8.4225,237.3961,512.0084,1.4973
ag1,1504.50,154.0789,80.3003,4.2263,238.6055,340.0815,189.4915,9.9732,152.7385,14.7304,12139.8066,10047.7539,64.7140,134.8833,160.2590,4241.7393,5540.4321,760.4132,758.8206,0.2608,0.0000,0.0299,0.0010,4.4324,9.2385,8.7570,237.5983,511.9838,2.6996
ag1,1504.58,271.0604,144.2009,7.5895,422.8508,340.0815,189.4915,9.9732,211.4369,45.1837,12230.3594,10043.6885,61.4598,131.7144,167.4382,4248.4727,5540.1392,760.0450,758.8206,0.2339,0.0000,0.0076,0.0003,4.1557,8.9755,9.1175,237.8920,511.9532,4.0712
ag1,1504.67,0.0000,0.0000,0.0000,495.5840,312.0356,174.3710,9.1774,12.9350,231.2993,12233.1426,10042.4316,58.7988,128.6810,171.9329,4252.9580,5539.8735,759.9129,758.7451,0.5046,0.0000,0.0090,0.0003,3.9564,8.7421,9.3449,238.0769,511.9261,5.1647
ag1,1504.75,0.0000,0.0000,0.0000,495.5840,312.0356,174.3710,9.1774,12.7619,171.2326,12171.9395,10038.6621,58.3043,125.6563,175.9894,4257.0444,5539.6177,759.9679,758.7537,0.8733,0.0000,0.0645,0.0022,3.9604,8.5642,9.5811,238.2873,511.9021,5.9476
ag1,1504.83,0.0000,0.0000,0.0000,495.5840,312.0356,174.3710,9.1774,2.5421,25.3424,11331.6885,10044.2246,5.8726,123.7534,17.8193,4256.9263,5547.6196,761.2076,759.7713,6.1509,0.0000,0.0170,0.0006,0.4287,8.7102,0.9843,238.4898,512.5714,6.0965
ag1,1504.92,0.0000,0.0000,0.0000,495.5840,312.0356,174.3710,9.1774,2.5388,18.7486,11320.6113,10047.4189,6.0644,123.2109,17.9788,4255.5190,5547.5474,762.1577,760.2564,5.4059,0.0000,0.0179,0.0006,0.4908,9.0112,1.0152,238.6822,512.5630,5.8988
ag1,1505.00,0.0000,0.0000,0.0000,495.5840,312.0356,174.3710,9.1774,2.5369,13.8707,11314.5020,10059.0752,6.2313,123.5419,18.0563,4254.8608,5547.4692,763.1303,760.3954,3.4759,1.3109,0.0084,0.0003,0.5132,9.1292,1.0247,238.7144,512.5518,6.0226
ag1,1505.08,0.0000,0.0000,0.0000,0.0000,312.0356,174.3710,9.1774,2.5346,10.2627,11307.5645,10069.4453,6.4673,124.4716,18.1433,4254.2202,5547.4067,763.8054,760.4528,3.1332,0.0290,0.0041,0.0002,0.5299,9.2140,1.0308,238.6953,512.5435,0.3338
ag1,1505.17,0.0000,0.0000,0.0000,0.0000,312.0356,174.3710,9.1774,2.5327,7.5921,11300.7764,10080.2148,6.7353,125.6852,18.2352,4253.7007,5547.3364,764.2322,760.4965,3.0096,0.0467,0.0019,0.6851E-04,0.5454,9.2925,1.0361,238.6680,512.5359,0.6996
ag1,1505.25,0.0000,0.0000,0.0000,0.0000,312.0356,174.3710,9.1774,2.5307,5.6179,11290.9346,10086.4248,7.1150,127.8017,18.3622,4253.0269,5547.2622,764.4792,760.5854,3.0052,0.0582,0.0006,0.2161E-04,0.5674,9.4269,1.0432,238.6307,512.5279,1.2253
ag1,1505.33,0.0000,0.0000,0.0000,0.0000,312.0356,174.3710,9.1774,2.5261,4.1598,11278.9053,10089.2949,7.5633,130.4231,18.5247,4252.2866,5547.1978,764.6025,760.7139,3.0523,0.0537,0.0010,0.3845E-04,0.5950,9.6033,1.0525,238.5938,512.5168,1.8511
ag1,1505.42,3.8650,1.9899,0.1047,5.9596,312.0356,174.3710,9.1774,6.3574,3.0791,11264.5693,10082.8301,8.3092,133.8893,18.8775,4251.1963,5547.1040,764.3358,760.9606,3.3522,0.0522,0.0012,0.4528E-04,0.6485,9.8859,1.0755,238.5707,512.5039,2.7944
ag1,1505.50,133.3754,68.7779,3.6199,205.7732,312.0356,174.3710,9.1774,128.6260,2.4338,11413.8965,10060.8428,9.3875,135.8363,19.9956,4248.8052,5546.8345,763.2797,761.2014,0.6866,1.7443,0.1055,0.0039,0.7304,10.1422,1.1510,238.5742,512.4851,4.7286
ag1,1505.58,257.4851,132.9987,6.9999,397.4837,312.0356,174.3710,9.1774,205.9745,28.1059,11551.1416,10044.7061,9.7722,132.5542,21.2004,4246.0386,5546.5376,762.0201,760.6062,0.3074,0.0046,0.0478,0.0018,0.7222,9.7644,1.2126,238.3821,512.4597,6.8087
ag1,1505.67,379.5353,197.8859,10.4151,587.8362,312.0356,174.3710,9.1774,267.7787,63.9513,11696.5508,10033.0908,10.3410,128.4509,22.3261,4242.8594,5546.2427,761.1010,759.9212,0.2358,0.0000,0.0000,0.0000,0.7366,9.3403,1.2683,238.1490,512.4318,8.4661
ag1,1505.75,0.0000,0.0000,0.0000,620.7842,400.1567,209.5960,11.0314,16.1810,260.9693,11697.9316,10025.8115,12.0599,125.5452,23.4893,4239.9150,5546.0122,760.6809,759.4307,0.6454,0.0000,0.0006,0.2174E-04,0.8470,9.0653,1.3299,237.9594,512.4059,9.5427
ag1,1505.83,0.0000,0.0000,0.0000,620.7842,400.1567,209.5960,11.0314,16.1526,193.0740,11675.4980,10023.7275,14.9040,124.1456,24.7098,4238.0435,5545.8677,760.6773,759.1945,0.7376,0.0423,0.0269,0.0010,1.0476,8.9488,1.3985,237.8570,512.3887,10.0828
ag1,1505.92,0.0000,0.0000,0.0000,620.7842,400.1567,209.5960,11.0314,16.1089,142.8544,11657.6475,10024.8135,17.5375,123.7045,25.7592,4236.5542,5545.7603,760.7665,759.0515,0.7198,0.1170,0.0232,0.0008,1.2310,8.9016,1.4569,237.7735,512.3765,10.5159
ag1,1506.00,0.0000,0.0000,0.0000,620.7842,400.1567,209.5960,11.0314,16.0964,105.6854,11646.5967,10034.1904,19.5003,123.8359,26.5563,4235.8823,5545.6978,761.1193,758.9956,0.6199,0.8917E-04,0.3826E-04,0.1375E-05,1.3638,8.8983,1.5003,237.7309,512.3665,10.7395
ag1,1506.08,0.0000,0.0000,0.0000,0.0000,400.1567,209.5960,11.0314,16.0845,78.1896,11640.1230,10048.1299,20.5271,124.3639,26.9578,4235.5093,5545.6060,761.5172,758.9918,0.5790,0.0001,0.0001,0.5019E-05,1.4297,8.9215,1.5212,237.7050,512.3652,0.1548
ag1,1506.17,0.0000,0.0000,0.0000,0.0000,400.1567,209.5960,11.0314,16.0726,57.8442,11634.0957,10061.9209,21.4957,125.1838,27.3188,4235.2339,5545.5493,761.8698,759.0128,0.5738,0.0015,0.0001,0.3861E-05,1.4910,8.9643,1.5398,237.6832,512.3652,0.2876
ag1,1506.25,0.0000,0.0000,0.0000,0.0000,400.1567,209.5960,11.0314,16.0608,42.7997,11627.9395,10075.3740,22.5346,126.2354,27.7033,4234.9956,5545.5474,762.2592,759.0557,0.5795,0.0037,0.3486E-04,0.1248E-05,1.5572,9.0241,1.5596,237.6663,512.3652,0.4019
ag1,1506.33,0.0000,0.0000,0.0000,0.0000,400.1567,209.5960,11.0314,16.0490,31.6692,11609.1895,10077.3262,25.5210,129.5946,28.9375,4234.4053,5545.4829,762.3226,759.2027,0.6644,0.0046,0.0013,0.4792E-04,1.7511,9.2245,1.6243,237.6205,512.3577,0.7207
ag1,1506.42,73.5500,37.8672,1.9930,113.4102,400.1567,209.5960,11.0314,86.3366,23.3255,11677.5156,10061.9121,30.5253,135.0398,31.9882,4233.1377,5545.3286,761.9088,759.4942,1.0720,0.0030,0.0069,0.0002,2.1129,9.6001,1.7965,237.5536,512.3405,1.4899
ag1,1506.50,202.0702,104.8404,5.5179,312.4286,400.1567,209.5960,11.0314,184.6675,32.0292,11815.3008,10046.0713,34.4274,136.1261,36.7521,4231.9346,5545.1353,761.2177,759.4611,0.2350,0.1117,0.0222,0.0008,2.3888,9.6574,2.0619,237.4838,512.3199,2.5725
ag1,1506.58,323.9747,170.9458,8.9972,503.9177,400.1567,209.5960,11.0314,238.1719,64.1097,11932.1377,10031.6816,36.1929,133.2302,43.1062,4230.5327,5544.8442,760.2904,759.0001,0.2375,0.0000,0.0055,0.0002,2.4739,9.3650,2.3947,237.3419,512.2932,4.0517
ag1,1506.67,0.0000,0.0000,0.0000,613.5546,390.8915,211.5300,11.1332,17.2732,293.1619,11981.4648,10022.7969,36.5575,129.6475,49.2132,4229.3496,5544.5728,759.7188,758.5386,0.4513,0.0000,0.0006,0.2132E-04,2.4745,9.0512,2.7132,237.2181,512.2693,5.2495
ag1,1506.75,0.0000,0.0000,0.0000,613.5546,390.8915,211.5300,11.1332,17.0044,217.0727,11935.3467,10015.8672,38.4124,126.7087,54.3089,4227.9390,5544.3384,759.5303,758.2310,0.8165,0.0000,0.0032,0.0001,2.6276,8.8484,3.0006,237.1365,512.2462,6.0316
ag1,1506.83,0.0000,0.0000,0.0000,613.5546,390.8915,211.5300,11.1332,16.9217,160.6431,11903.9395,10012.9219,40.4469,125.0409,57.6461,4226.7471,5544.1841,759.5064,758.0354,0.9791,0.0000,0.0150,0.0005,2.7831,8.7371,3.1897,237.0697,512.2286,6.5701
ag1,1506.92,0.0000,0.0000,0.0000,613.5546,390.8915,211.5300,11.1332,16.8873,118.8593,11883.4404,10016.1396,42.0882,124.4860,59.8878,4226.0688,5544.1001,759.6731,757.9383,1.0269,0.0000,0.0142,0.0005,2.8981,8.6938,3.3137,237.0271,512.2173,6.9232
ag1,1507.00,0.0000,0.0000,0.0000,613.5546,390.8915,211.5300,11.1332,16.8372,87.9683,11871.1387,10025.6777,43.1780,124.6639,61.1447,4225.6841,5544.0435,760.0131,757.9044,0.9865,0.0000,0.0000,0.0000,2.9700,8.6984,3.3817,236.9984,512.2076,7.1586
ag1,1507.08,0.0000,0.0000,0.0000,0.0000,390.8915,211.5300,11.1332,16.7472,65.1479,11860.3037,10036.8027,44.1960,125.3581,62.1711,4225.3911,5543.9751,760.3345,757.9088,0.9774,0.0000,0.0034,0.0001,3.0335,8.7352,3.4357,236.9728,512.2007,0.2148
ag1,1507.17,0.0000,0.0000,0.0000,0.0000,390.8915,211.5300,11.1332,16.7274,48.2019,11845.3340,10043.7861,45.5853,126.8119,63.5364,4225.0415,5543.9224,760.4907,757.9510,1.0771,0.0000,0.0061,0.0002,3.1198,8.8185,3.5071,236.9412,512.1913,0.4987
ag1,1507.25,0.0000,0.0000,0.0000,0.0000,390.8915,211.5300,11.1332,16.7123,35.6699,11830.6064,10051.0879,46.9354,128.4025,64.9377,4224.8599,5543.8638,760.7499,758.0170,1.1293,0.0000,0.0033,0.0001,3.2065,8.9158,3.5815,236.9192,512.1820,0.7491
ag1,1507.33,7.0418,3.6255,0.1908,10.8580,390.8915,211.5300,11.1332,23.7394,26.3976,11815.2490,10049.8955,49.0204,131.0923,67.5307,4224.6738,5543.7837,760.7524,758.1530,1.3088,0.0000,0.0036,0.0001,3.3448,9.0868,3.7210,236.8957,512.1705,1.1901
