run,time,dayofyr,crpval,agcacc,bgcjacc,bgcmacc,cgrain,egrain(N),egrain(P),egrain(S),crmvst,ermvst(N),ermvst(P),ermvst(S),cstraw,estraw(N),estraw(P),estraw(S),stdstraw,estdstraw(N),estdstraw(P),estdstraw(S),addsdc,addsde(N),addsde(P),addsde(S),resid,reside(N),reside(P),reside(S),irrapp,fertapp(N),fertapp(P),fertapp(S),omadapp,omaeapp(N),omaeapp(P),omaeapp(S),strmac(1),strmac(2),strmac(3),strmac(4),strmac(5),strmac(6),strmac(7),strmac(8),cgracc,egracc(N),egracc(P),egracc(S),accrst,accrste(N),accrste(P),accrste(S),ctubesj,etubesj(N),etubesj(P),etubesj(S),ctubesm,etubesm(N),etubesm(P),etubesm(S),srfclittrj,etubesm(N),esrfclittrj(P),esrfclittrj(S),soillittrj,esoillittrj(N),esoillittrj(P),esoillittrj(S),srfclittrm,esrfclittrm(N),esrfclittrm(P),esrfclittrm(S),soillittrm,esoillittrm(N),esoillittrm(P),esoillittrm(S)
ag1,1919.75,289,3.1000,106.0813,44.4490,2.3394,36.2585,1.7311,0.0000,0.0000,36.7336,0.8608,0.0000,0.0000,36.7336,0.8608,0.0000,0.0000,0.0000,0.0000,0.0000,91271266304.0000,6.5150,0.1527,0.0000,91271233536.0000,26.0601,0.6107,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8403,0.0000,12.8010,1.1101,0.0000,0.0000,0.6351,0.0309,0.0000,0.0000,36.2585,1.7311,0.0000,0.0000,36.7336,0.0000,0.0000,0.0000,0.0000,0.0000,0.0800,0.0526,0.0000,0.0000,0.0000,0.0000,1.3391,0.0298,-5669545759460552118294179642089668608.0000,0.0000,25.4425,0.5654,0.0036,-0.0084,0.5100,0.0113,0.0000,0.0000,9.6901,0.2153,0.1798,0.5323
ag1,1920.75,289,3.1000,31.0022,19.3197,1.0168,10.8321,0.6271,0.0000,0.0000,10.6901,0.3063,0.0000,0.0000,10.6901,0.3063,0.0000,0.0000,0.0000,0.0000,0.0000,91271266304.0000,1.8960,0.0543,0.0000,91271233536.0000,7.5839,0.2173,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8403,0.0000,21.6695,2.1255,0.0000,0.0000,0.2288,0.0115,0.0000,0.0000,10.8321,0.6271,0.0000,0.0000,10.6901,0.0000,0.0000,0.0000,0.0000,0.0000,0.0069,0.0045,0.0000,0.0000,0.0000,0.0000,0.5093,0.0113,-5669545759460552118294179642089668608.0000,0.0000,9.6759,0.2149,-0.0373,-0.0436,0.2492,0.0055,0.0000,0.0000,4.7354,0.1052,0.0049,0.0103
ag1,1921.50,210,36.1000,108.8592,51.2597,2.6979,47.1658,2.0586,0.0000,0.0000,57.3749,1.1371,0.0000,0.0000,57.3749,1.1371,0.0000,0.0000,0.0000,0.0000,0.0000,91271266304.0000,0.8637,0.0171,0.0000,91271233536.0000,3.4548,0.0685,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8403,0.0000,14.0279,1.5769,0.0000,0.0000,0.1723,0.0092,0.0000,0.0000,47.1658,2.0586,0.0000,0.0000,57.3749,0.0000,0.0000,0.0000,0.0000,0.0000,0.1243,0.0818,0.0000,0.0000,0.0000,0.0000,5.7664,0.1273,-6366761522305850029834167958634496.0000,0.0000,35.4221,0.7819,-0.0343,-0.0491,1.5625,0.0345,0.0000,0.0000,9.5983,0.2116,0.8979,6.7618
ag1,1924.75,289,3.1000,183.3824,53.4178,2.8115,63.9744,2.6142,0.0000,0.0000,62.9691,1.2747,0.0000,0.0000,62.9691,1.2747,0.0000,0.0000,0.0000,0.0000,0.0000,91271266304.0000,11.1681,0.2261,0.0000,91271233536.0000,44.6724,0.9043,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8403,0.0000,21.3468,1.9034,0.0000,0.0000,0.5826,0.0267,0.0000,0.0000,63.9744,2.6142,0.0000,0.0000,62.9691,0.0000,0.0000,0.0000,0.0000,0.0000,0.1023,0.0673,0.0000,0.0000,0.0000,0.0000,1.8082,0.0402,-5669545759460552118294179642089668608.0000,0.0000,34.3555,0.7635,0.0019,-0.0035,0.5152,0.0114,0.0000,0.0000,9.7880,0.2175,0.5741,3.4238
ag1,1925.75,289,3.1000,54.8080,12.7540,0.6713,19.1334,1.0449,0.0000,0.0000,18.9075,0.5108,0.0000,0.0000,18.9075,0.5108,0.0000,0.0000,0.0000,0.0000,0.0000,91271266304.0000,3.3534,0.0906,0.0000,91271233536.0000,13.4137,0.3624,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8403,0.0000,15.1228,0.4456,0.0000,0.0000,0.4784,0.0242,0.0000,0.0000,19.1334,1.0449,0.0000,0.0000,18.9075,0.0000,0.0000,0.0000,0.0000,0.0000,0.0815,0.0536,0.0000,0.0000,0.0000,0.0000,0.4425,0.0098,-5669545759460552118294179642089668608.0000,0.0000,8.4082,0.1868,0.0005,0.0015,0.1190,0.0026,0.0000,0.0000,2.2612,0.0502,0.0630,0.5238
ag1,1926.50,210,36.1000,100.7859,43.2176,2.2746,43.4452,1.9428,0.0000,0.0000,53.3269,1.0805,0.0000,0.0000,53.3269,1.0805,0.0000,0.0000,0.0000,0.0000,0.0000,91271266304.0000,0.8028,0.0163,0.0000,91271233536.0000,3.2111,0.0651,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8403,0.0000,19.5445,0.7135,0.0000,0.0000,0.0678,0.0034,0.0000,0.0000,43.4452,1.9428,0.0000,0.0000,53.3269,0.0000,0.0000,0.0000,0.0000,0.0000,0.0052,0.0034,0.0000,0.0000,0.0000,0.0000,5.0358,0.1108,-6366761522305850029834167958634496.0000,0.0000,30.9345,0.6808,-0.0621,-0.0677,1.1710,0.0257,0.0000,0.0000,7.1934,0.1580,0.0114,0.0268
ag1,1929.75,289,3.1000,163.4157,56.0865,2.9519,56.9906,2.4444,0.0000,0.0000,56.0085,1.1907,0.0000,0.0000,56.0085,1.1907,0.0000,0.0000,0.0000,0.0000,0.0000,91271266304.0000,9.9336,0.2112,0.0000,91271233536.0000,39.7343,0.8447,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8403,0.0000,32.3964,1.6395,0.0000,0.0000,0.5561,0.0236,0.0000,0.0000,56.9906,2.4444,0.0000,0.0000,56.0085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0968,0.0637,0.0000,0.0000,0.0000,0.0000,1.8395,0.0409,-5669545759460552118294179642089668608.0000,0.0000,34.9498,0.7763,0.0629,-0.0009,0.5654,0.0126,0.0000,0.0000,10.7431,0.2386,0.5481,3.7243
ag1,1930.75,289,3.1000,28.8892,12.4565,0.6556,10.0819,0.5990,0.0000,0.0000,9.9679,0.2930,0.0000,0.0000,9.9679,0.2930,0.0000,0.0000,0.0000,0.0000,0.0000,91271266304.0000,1.7679,0.0520,0.0000,91271233536.0000,7.0716,0.2078,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8403,0.0000,16.9642,0.4488,0.0000,0.0000,0.1898,0.0086,0.0000,0.0000,10.0819,0.5990,0.0000,0.0000,9.9679,0.0000,0.0000,0.0000,0.0000,0.0000,0.1027,0.0676,0.0000,0.0000,0.0000,0.0000,0.3702,0.0082,-5669545759460552118294179642089668608.0000,0.0000,7.0344,0.1557,0.0222,0.0064,0.1416,0.0031,0.0000,0.0000,2.6910,0.0594,0.2570,1.0919
ag1,1931.50,210,36.1000,190.6714,66.7652,3.5140,83.1594,2.9718,0.0000,0.0000,99.9861,1.6270,0.0000,0.0000,99.9861,1.6270,0.0000,0.0000,0.0000,0.0000,0.0000,91271266304.0000,1.5052,0.0245,0.0000,91271233536.0000,6.0207,0.0980,0.0000,0.0000,0.0000,0.0000,0.6988,0.9314,0.0000,0.0000,0.8403,0.0000,0.2248,0.0002,0.0000,0.0000,0.2232,0.0105,0.0000,0.0000,83.1594,2.9718,0.0000,0.0000,99.9861,0.0000,0.0000,0.0000,0.0000,0.0000,0.0371,0.0244,0.0000,0.0000,0.0000,0.0000,7.9515,0.1762,-6366761522305850029834167958634496.0000,0.0000,48.8450,1.0824,-0.0707,-0.0230,1.6663,0.0369,0.0000,0.0000,10.2361,0.2267,2.4229,0.0000
ag1,1934.75,289,3.1000,104.2578,23.4353,1.2334,36.4726,1.7918,0.0000,0.0000,35.8994,0.8737,0.0000,0.0000,35.8994,0.8737,0.0000,0.0000,0.0000,0.0000,0.0000,91271266304.0000,6.3671,0.1550,0.0000,91271233536.0000,25.4683,0.6198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8403,0.0000,2.6421,0.0000,0.0000,0.0000,1.0778,0.0522,0.0000,0.0000,36.4726,1.7918,0.0000,0.0000,35.8994,0.0000,0.0000,0.0000,0.0000,0.0000,0.0770,0.0506,0.0000,0.0000,0.0000,0.0000,0.8103,0.0180,-5669545759460552118294179642089668608.0000,0.0000,15.3948,0.3421,-0.0050,0.0105,0.2213,0.0049,0.0000,0.0000,4.2043,0.0934,0.4120,3.1062
ag1,1935.75,293,3.3000,254.7821,84.7329,4.4596,101.8844,5.3465,0.0000,0.0000,81.0358,0.7939,0.0000,0.0000,81.0358,0.7939,0.0000,0.0000,0.0000,0.0000,0.0000,91271266304.0000,14.3724,0.1408,0.0000,91271233536.0000,57.4896,0.5632,0.0000,0.0000,0.0000,4.0400,0.0000,0.0000,0.0000,0.0000,0.8403,0.0000,25.0222,1.0882,0.0000,0.0000,0.2412,0.0122,0.0000,0.0000,101.8844,5.3465,0.0000,0.0000,81.0358,0.0000,0.0000,0.0000,0.0000,0.0000,0.0294,0.0194,0.0000,0.0000,0.0000,0.0000,2.7404,0.0609,-1684523521453633724268551163804123136.0000,0.0000,52.0676,1.1571,-0.0205,-0.0173,0.8607,0.0191,0.0000,0.0000,16.3540,0.3634,0.1758,0.4551
ag1,1936.75,289,36.1000,76.2906,27.7157,1.4587,32.6462,1.5725,0.0000,0.0000,40.2460,0.8775,0.0000,0.0000,40.2460,0.8775,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6059,0.0132,0.0000,91271233536.0000,2.4234,0.0528,0.0000,0.6778,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.3502,0.3860,0.0000,0.0000,0.2496,0.0111,0.0000,0.0000,32.6462,1.5725,0.0000,0.0000,40.2460,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7215,0.0594,-5669545759460552118294179642089668608.0000,0.0000,16.7181,0.3648,0.0000,0.0000,1.1471,0.0248,0.0000,0.0000,7.0462,0.1525,0.5115,4.4233
ag1,1937.75,283,60.1000,314.2454,110.3905,5.8100,109.7463,17.8248,0.0000,0.0000,6.0754,0.2514,0.0000,0.0000,6.0754,0.2514,0.0000,0.0000,0.0000,0.0000,0.0000,91271266304.0000,39.2877,1.6258,0.0000,91271233536.0000,157.1508,6.5031,0.0000,0.0000,0.0000,0.0000,0.1626,0.0000,0.0000,0.0000,0.8403,0.0000,26.9429,0.8525,0.0000,0.0000,0.5161,0.0223,0.0000,0.0000,109.7463,17.8248,0.0000,0.0000,6.0754,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.8892,0.1591,-31225743140482721897847142822883360768.0000,0.0000,73.8942,3.0225,0.0348,0.0224,1.0089,0.0415,0.0000,0.0000,19.1682,0.7892,1.0422,7.0894
ag1,1938.75,293,3.3000,379.1053,108.8402,5.7284,151.9343,6.4702,0.0000,0.0000,120.4006,0.9560,0.0000,0.0000,120.4006,0.9560,0.0000,0.0000,0.0000,0.0000,0.0000,91271266304.0000,21.3541,0.1695,0.0000,91271233536.0000,85.4163,0.6782,0.0000,0.0000,0.0000,4.0400,0.0000,0.0000,0.0000,0.0000,0.8403,0.0000,25.2222,0.8198,0.0000,0.0000,0.3350,0.0159,0.0000,0.0000,151.9343,6.4702,0.0000,0.0000,120.4006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.5551,0.0769,-1684523521453633724268551163804123136.0000,0.0000,67.5471,1.4607,0.0361,-0.0307,1.1077,0.0242,0.0000,0.0000,21.0468,0.4601,0.2055,1.8349
ag1,1939.75,289,36.1000,118.7556,32.1917,1.6943,50.8032,2.1601,0.0000,0.0000,62.6613,1.2058,0.0000,0.0000,62.6613,1.2058,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9433,0.0182,0.0000,91271233536.0000,3.7732,0.0726,0.0000,0.6549,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,29.7164,0.4028,0.0000,0.0000,0.6094,0.0258,0.0000,0.0000,50.8032,2.1601,0.0000,0.0000,62.6613,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.4112,0.0754,-5669545759460552118294179642089668608.0000,0.0000,20.9542,0.4633,0.0000,0.0000,1.1437,0.0253,0.0000,0.0000,7.0258,0.1553,0.5918,2.1776
ag1,1940.75,283,60.1000,225.8963,106.4123,5.6006,77.4775,12.5572,0.0000,0.0000,4.3521,0.1797,0.0000,0.0000,4.3521,0.1797,0.0000,0.0000,0.0000,0.0000,0.0000,91271266304.0000,28.1434,1.1623,0.0000,91271233536.0000,112.5735,4.6494,0.0000,0.0000,0.0000,0.0000,0.0123,0.0000,0.0000,0.0000,0.8403,0.0000,2.3323,0.1359,0.0000,0.0000,0.2298,0.0094,0.0000,0.0000,77.4775,12.5572,0.0000,0.0000,4.3521,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.5184,0.1436,-31225743140482721897847142822883360768.0000,0.0000,66.8501,2.7282,0.0309,-0.0048,1.0720,0.0439,0.0000,0.0000,20.3677,0.8344,0.1768,0.4388
ag1,1941.75,293,3.3000,266.1555,79.0061,4.1582,103.5805,5.4066,0.0000,0.0000,86.1647,0.8530,0.0000,0.0000,86.1647,0.8530,0.0000,0.0000,0.0000,0.0000,0.0000,91271266304.0000,15.2820,0.1513,0.0000,91271233536.0000,61.1282,0.6052,0.0000,0.0000,0.0000,4.0400,0.0000,0.0000,0.0000,0.0000,0.8403,0.0000,0.1431,0.0000,0.0000,0.0000,0.7013,0.0321,0.0000,0.0000,103.5805,5.4066,0.0000,0.0000,86.1647,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.5210,0.0560,-1684523521453633724268551163804123136.0000,0.0000,47.8991,1.0637,0.0012,0.0010,0.8331,0.0185,0.0000,0.0000,15.8283,0.3517,0.5936,5.2832
ag1,1942.75,289,36.1000,161.1245,55.1470,2.9025,68.9483,2.5779,0.0000,0.0000,84.9988,1.4385,0.0000,0.0000,84.9988,1.4385,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2796,0.0217,0.0000,91271233536.0000,5.1182,0.0866,0.0000,0.6281,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23.7585,0.1847,0.0000,0.0000,0.5024,0.0205,0.0000,0.0000,68.9483,2.5779,0.0000,0.0000,84.9988,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8543,0.1282,-5669545759460552118294179642089668608.0000,0.0000,35.9623,0.7876,0.0000,0.0000,1.9423,0.0423,0.0000,0.0000,11.9313,0.2600,0.3219,0.8654
ag1,1943.75,283,60.1000,196.9258,70.5181,3.7115,72.0527,10.9065,0.0000,0.0000,3.6782,0.1415,0.0000,0.0000,3.6782,0.1415,0.0000,0.0000,0.0000,0.0000,0.0000,91271266304.0000,23.7859,0.9152,0.0000,91271233536.0000,95.1436,3.6609,0.0000,0.0000,0.0000,0.0000,0.0211,0.0000,0.0000,0.0000,0.8403,0.0000,34.4463,0.5110,0.0000,0.0000,0.5287,0.0207,0.0000,0.0000,72.0527,10.9065,0.0000,0.0000,3.6782,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.4357,0.0993,-31225743140482721897847142822883360768.0000,0.0000,46.2778,1.8867,-0.0325,-0.0357,0.6631,0.0273,0.0000,0.0000,12.5982,0.5188,0.2979,0.7553
ag1,1944.75,293,3.3000,162.9879,66.3154,3.4903,65.0075,3.9925,0.0000,0.0000,51.9296,0.5964,0.0000,0.0000,51.9296,0.5964,0.0000,0.0000,0.0000,0.0000,0.0000,91271266304.0000,9.2102,0.1058,0.0000,91271233536.0000,36.8406,0.4231,0.0000,0.0000,0.0000,4.0400,0.0000,0.0000,0.0000,0.0000,0.8403,0.0000,21.8348,0.2638,0.0000,0.0000,0.5021,0.0228,0.0000,0.0000,65.0075,3.9925,0.0000,0.0000,51.9296,0.0000,0.0000,0.0000,0.0000,0.0000,0.0362,0.0238,0.0000,0.0000,0.0000,0.0000,1.9399,0.0431,-1684523521453633724268551163804123136.0000,0.0000,36.8573,0.8191,-0.0066,0.0016,0.7703,0.0171,0.0000,0.0000,14.6354,0.3252,0.2072,0.5805
ag1,1945.75,289,36.1000,281.2598,85.9189,4.5221,120.3565,3.3467,0.0000,0.0000,148.3744,1.8675,0.0000,0.0000,148.3744,1.8675,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2336,0.0281,0.0000,91271233536.0000,8.9344,0.1125,0.0000,0.5517,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.5233,0.2709,0.0000,0.0000,0.4702,0.0199,0.0000,0.0000,120.3565,3.3467,0.0000,0.0000,148.3744,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.7129,0.2017,-5669545759460552118294179642089668608.0000,0.0000,59.6651,1.2390,0.0000,0.0000,2.5364,0.0534,0.0000,0.0000,15.5805,0.3283,1.3677,6.5979
ag1,1946.75,283,60.1000,257.4801,100.3653,5.2824,90.1840,13.6843,0.0000,0.0000,4.9585,0.1917,0.0000,0.0000,4.9585,0.1917,0.0000,0.0000,0.0000,0.0000,0.0000,91271266304.0000,32.0647,1.2395,0.0000,91271233536.0000,128.2588,4.9580,0.0000,0.0000,0.0000,0.0000,0.0108,0.0000,0.0000,0.0000,0.8403,0.0000,28.8125,0.2639,0.0000,0.0000,0.1544,0.0060,0.0000,0.0000,90.1840,13.6843,0.0000,0.0000,4.9585,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.5200,0.1426,-31225743140482721897847142822883360768.0000,0.0000,66.8794,2.7098,-0.0162,-0.0242,0.9171,0.0374,0.0000,0.0000,17.4254,0.7113,0.1570,0.3824
ag1,1947.75,293,3.3000,195.0127,81.7564,4.3030,74.9484,4.1216,0.0000,0.0000,63.6341,0.6681,0.0000,0.0000,63.6341,0.6681,0.0000,0.0000,0.0000,0.0000,0.0000,91271266304.0000,11.2861,0.1185,0.0000,91271233536.0000,45.1442,0.4740,0.0000,0.0000,0.0000,4.0400,0.0000,0.0000,0.0000,0.0000,0.8403,0.0000,13.6333,0.2087,0.0000,0.0000,0.6822,0.0312,0.0000,0.0000,74.9484,4.1216,0.0000,0.0000,63.6341,0.0000,0.0000,0.0000,0.0000,0.0000,0.0094,0.0062,0.0000,0.0000,0.0000,0.0000,2.4149,0.0519,-1684523521453633724268551163804123136.0000,0.0000,45.8829,0.9853,-0.0382,-0.0438,0.9442,0.0204,0.0000,0.0000,17.9393,0.3879,0.0131,0.0308
ag1,1948.75,289,36.1000,218.0220,57.6929,3.0365,93.1117,2.9731,0.0000,0.0000,115.1855,1.6634,0.0000,0.0000,115.1855,1.6634,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7340,0.0250,0.0000,91271233536.0000,6.9359,0.1002,0.0000,0.5899,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17.5879,0.1688,0.0000,0.0000,0.5164,0.0215,0.0000,0.0000,93.1117,2.9731,0.0000,0.0000,115.1855,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3060,0.1343,-5669545759460552118294179642089668608.0000,0.0000,38.7371,0.8247,0.0000,0.0000,1.8833,0.0403,0.0000,0.0000,11.5688,0.2477,0.8035,3.3456
ag1,1949.75,283,60.1000,429.0287,121.7188,6.4063,158.2687,22.0222,0.0000,0.0000,8.0652,0.2852,0.0000,0.0000,8.0652,0.2852,0.0000,0.0000,0.0000,0.0000,0.0000,91271266304.0000,52.1549,1.8446,0.0000,91271233536.0000,208.6196,7.3784,0.0000,0.0000,0.0000,0.0000,0.2414,0.0000,0.0000,0.0000,0.8403,0.0000,25.3520,0.1720,0.0000,0.0000,0.0761,0.0030,0.0000,0.0000,158.2687,22.0222,0.0000,0.0000,8.0652,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.4518,0.1786,-31225743140482721897847142822883360768.0000,0.0000,84.5834,3.3942,0.0032,0.0533,1.0301,0.0418,0.0000,0.0000,19.5723,0.7936,1.6124,10.4587
ag1,1950.75,293,3.5000,226.6182,78.8623,4.1506,113.3091,6.1750,0.0000,0.0000,3.3993,0.0519,0.0000,0.0000,3.3993,0.0519,0.0000,0.0000,0.0000,0.0000,0.0000,91271266304.0000,21.9820,0.3354,0.0000,91271233536.0000,87.9279,1.3417,0.0000,0.0000,0.0000,5.6000,0.0000,0.0000,0.0000,0.0000,0.8403,0.0000,33.3861,0.2099,0.0000,0.0000,0.6905,0.0317,0.0000,0.0000,113.3091,6.1750,0.0000,0.0000,3.3993,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.6626,0.0568,-1684523521453633724268551163804123136.0000,0.0000,50.5891,1.0792,0.0203,0.0090,0.7568,0.0165,0.0000,0.0000,14.3789,0.3126,0.6458,2.6996
ag1,1951.75,283,60.2000,448.9396,132.4724,6.9722,202.0228,22.9461,0.0000,0.0000,7.4075,0.2980,0.0000,0.0000,7.4075,0.2980,0.0000,0.0000,0.0000,0.0000,0.0000,91271266304.0000,47.9019,1.9268,0.0000,91271233536.0000,191.6075,7.7072,0.0000,0.0000,0.0000,0.0000,0.1233,0.0000,0.0000,0.0000,0.8403,0.0000,21.1326,0.1471,0.0000,0.0000,0.5136,0.0209,0.0000,0.0000,202.0228,22.9461,0.0000,0.0000,7.4075,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.9116,0.1969,-31225743140482721897847142822883360768.0000,0.0000,93.3210,3.7407,-0.0115,-0.0043,1.0832,0.0438,0.0000,0.0000,20.5811,0.8321,0.7844,5.3797
ag1,1952.75,293,3.5000,209.6242,101.5177,5.3430,101.6856,5.4948,0.0000,0.0000,3.2382,0.0494,0.0000,0.0000,3.2382,0.0494,0.0000,0.0000,0.0000,0.0000,0.0000,91271266304.0000,20.9401,0.3193,0.0000,91271233536.0000,83.7603,1.2772,0.0000,0.0000,0.0000,5.6000,0.0000,0.0000,0.0000,0.0000,0.8403,0.0000,21.6312,0.2411,0.0000,0.0000,0.5037,0.0219,0.0000,0.0000,101.6856,5.4948,0.0000,0.0000,3.2382,0.0000,0.0000,0.0000,0.0000,0.0000,0.0502,0.0330,0.0000,0.0000,0.0000,0.0000,3.0547,0.0628,-1684523521453633724268551163804123136.0000,0.0000,58.0402,1.1928,0.0459,-0.0014,1.1375,0.0235,0.0000,0.0000,21.6134,0.4467,0.3475,1.1044
ag1,1953.75,283,60.2000,127.4621,54.6557,2.8766,44.1548,6.7178,0.0000,0.0000,2.4992,0.1276,0.0000,0.0000,2.4992,0.1276,0.0000,0.0000,0.0000,0.0000,0.0000,91271266304.0000,16.1616,0.8250,0.0000,91271233536.0000,64.6464,3.3002,0.0000,0.0000,0.0000,0.0000,0.0070,0.0000,0.0000,0.0000,0.8403,0.0000,9.5097,0.0657,0.0000,0.0000,0.1704,0.0072,0.0000,0.0000,44.1548,6.7178,0.0000,0.0000,2.4992,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7947,0.0738,-31225743140482721897847142822883360768.0000,0.0000,34.0984,1.4016,-0.0123,-0.0199,0.5650,0.0233,0.0000,0.0000,10.7352,0.4429,0.1034,0.2485
ag1,1954.75,293,3.5000,161.1798,59.8231,3.1486,68.3864,5.1855,0.0000,0.0000,2.7838,0.0606,0.0000,0.0000,2.7838,0.0606,0.0000,0.0000,0.0000,0.0000,0.0000,91271266304.0000,18.0019,0.3919,0.0000,91271233536.0000,72.0077,1.5674,0.0000,0.0000,0.0000,5.6000,0.0000,0.0000,0.0000,0.0000,0.8403,0.0000,0.9065,0.0000,0.0000,0.0000,0.4702,0.0208,0.0000,0.0000,68.3864,5.1855,0.0000,0.0000,2.7838,0.0000,0.0000,0.0000,0.0000,0.0000,0.0875,0.0576,0.0000,0.0000,0.0000,0.0000,1.6953,0.0376,-1684523521453633724268551163804123136.0000,0.0000,32.2112,0.7153,0.0849,0.0451,0.7208,0.0160,0.0000,0.0000,13.6959,0.3043,0.3893,3.2813
ag1,1955.75,283,60.2000,337.4761,131.6745,6.9302,148.1710,18.4358,0.0000,0.0000,5.6792,0.2492,0.0000,0.0000,5.6792,0.2492,0.0000,0.0000,0.0000,0.0000,0.0000,91271266304.0000,36.7252,1.6115,0.0000,91271233536.0000,146.9007,6.4461,0.0000,0.0000,0.0000,0.0000,0.2353,0.0000,0.0000,0.0000,0.8403,0.0000,0.6882,0.0000,0.0000,0.0000,0.4549,0.0201,0.0000,0.0000,148.1710,18.4358,0.0000,0.0000,5.6792,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.4178,0.1792,-31225743140482721897847142822883360768.0000,0.0000,83.9383,3.4054,0.0010,0.0010,1.3071,0.0534,0.0000,0.0000,24.8352,1.0148,1.5365,10.2280
ag1,1956.75,293,3.5000,227.6855,75.6805,3.9832,113.3624,6.5028,0.0000,0.0000,3.4297,0.0552,0.0000,0.0000,3.4297,0.0552,0.0000,0.0000,0.0000,0.0000,0.0000,91271266304.0000,22.1787,0.3567,0.0000,91271233536.0000,88.7148,1.4266,0.0000,0.0000,0.0000,5.6000,0.0000,0.0000,0.0000,0.0000,0.8403,0.0000,0.1525,0.0000,0.0000,0.0000,0.3061,0.0153,0.0000,0.0000,113.3624,6.5028,0.0000,0.0000,3.4297,0.0000,0.0000,0.0000,0.0000,0.0000,0.0044,0.0000,0.0000,0.0000,0.0000,0.0000,2.4571,0.0537,-1684523521453633724268551163804123136.0000,0.0000,46.6843,1.0208,-0.0420,-0.0467,0.7677,0.0169,0.0000,0.0000,14.5865,0.3212,0.0175,0.0411
